,cell_ID
0,CRC11_PT3_776
1,CRC11_LN1_371
2,CRC11_PT1_460
3,CRC11_PT4_703
4,CRC11_NC_396
5,CRC11_PT4_706
6,CRC11_PT1_444
7,CRC11_LN1_313
8,CRC11_PT4_723
9,CRC11_LN1_334
10,CRC11_LN1_357
11,CRC11_PT1_427
12,CRC11_NC_406
13,CRC11_PT4_728
14,CRC11_PT1_428
15,CRC11_PT2_485
16,CRC11_LN1_385
17,CRC11_PT4_704
18,CRC11_PT4_748
19,CRC11_LN1_362
20,CRC11_PT1_427
21,CRC11_PT3_780
22,CRC11_PT1_428
23,CRC11_NC_419
24,CRC11_PT3_768
25,CRC11_LN1_340
26,CRC11_NC_415
27,CRC11_NC_408
28,CRC11_LN1_313
29,CRC11_PT2_525
30,CRC11_PT1_458
31,CRC11_PT4_720
32,CRC11_PT4_708
33,CRC11_NC_417
34,CRC11_PT3_781
35,CRC11_PT4_703
36,CRC11_NC_420
37,CRC11_PT1_440
38,CRC11_PT4_728
39,CRC11_PT3_783
40,CRC11_LN1_347
41,CRC11_PT2_508
42,CRC11_PT2_508
43,CRC11_PT2_488
44,CRC11_PT3_770
45,CRC11_LN1_350
46,CRC11_PT4_704
47,CRC11_LN1_313
48,CRC11_PT3_792
49,CRC11_PT1_471
50,CRC11_LN1_350
51,CRC11_LN1_349
52,CRC11_PT4_714
53,CRC11_PT3_751
54,CRC11_PT3_765
55,CRC11_LN1_378
56,CRC11_LN1_332
57,CRC11_LN1_311
58,CRC11_LN1_324
59,CRC11_LN1_359
60,CRC11_LN1_324
61,CRC11_LN1_336
62,CRC11_LN1_351
63,CRC11_LN1_324
64,CRC11_LN1_332
65,CRC11_LN1_323
66,CRC11_LN1_330
67,CRC11_LN1_336
68,CRC11_LN1_333
69,CRC11_LN1_345
70,CRC11_LN1_345
71,CRC11_LN1_378
72,CRC11_LN1_355
73,CRC11_LN1_314
74,CRC11_LN1_333
75,CRC11_LN1_336
76,CRC11_LN1_336
77,CRC11_LN1_345
78,CRC11_LN1_314
79,CRC11_LN1_332
80,CRC11_LN1_351
81,CRC11_LN1_345
82,CRC11_LN1_351
83,CRC11_LN1_330
84,CRC11_LN1_324
85,CRC11_LN1_311
86,CRC11_LN1_324
87,CRC11_LN1_332
88,CRC11_LN1_311
89,CRC11_LN1_323
90,CRC11_LN1_324
91,CRC11_LN1_345
92,CRC11_LN1_314
93,CRC11_LN1_324
94,CRC11_LN1_324
95,CRC11_LN1_324
96,CRC11_LN1_336
97,CRC11_LN1_311
98,CRC11_LN1_314
99,CRC11_LN1_351
100,CRC11_LN1_351
101,CRC11_LN1_311
102,CRC11_LN1_355
103,CRC11_LN1_330
104,CRC11_LN1_336
105,CRC11_LN1_324
106,CRC11_LN1_359
107,CRC11_LN1_323
108,CRC11_LN1_336
109,CRC11_LN1_378
110,CRC11_LN1_323
111,CRC11_LN1_311
112,CRC11_LN1_311
113,CRC11_LN1_330
114,CRC11_LN1_332
115,CRC11_LN1_332
116,CRC11_LN1_333
117,CRC11_LN1_345
118,CRC11_LN1_330
119,CRC11_LN1_314
120,CRC11_LN1_330
121,CRC11_LN1_351
122,CRC11_LN1_355
123,CRC11_LN1_355
124,CRC11_LN1_345
125,CRC11_LN1_314
126,CRC11_LN1_314
127,CRC11_LN1_336
128,CRC11_LN1_351
129,CRC11_LN1_351
130,CRC11_LN1_324
131,CRC11_LN1_333
132,CRC11_LN1_336
133,CRC11_LN1_359
134,CRC11_LN1_323
135,CRC11_LN1_359
136,CRC11_LN1_326
137,CRC11_LN1_372
138,CRC11_LN1_354
139,CRC11_LN1_326
140,CRC11_LN1_372
141,CRC11_LN1_372
142,CRC11_LN1_372
143,CRC11_LN1_372
144,CRC11_LN1_354
145,CRC11_LN1_372
146,CRC11_LN1_354
147,CRC11_LN1_368
148,CRC11_LN1_326
149,CRC11_LN1_372
150,CRC11_LN1_368
151,CRC11_LN1_326
152,CRC11_LN1_326
153,CRC11_LN1_326
154,CRC11_LN1_368
155,CRC11_LN1_354
156,CRC11_LN1_368
157,CRC11_LN1_372
158,CRC11_LN1_372
159,CRC11_LN1_368
160,CRC11_LN1_326
161,CRC11_LN1_354
162,CRC11_LN1_354
163,CRC11_LN1_354
164,CRC11_LN1_354
165,CRC11_LN1_326
166,CRC11_LN1_354
167,CRC11_LN1_326
168,CRC11_LN1_372
169,CRC11_LN1_326
170,CRC11_LN1_372
171,CRC11_LN1_354
172,CRC11_LN1_368
173,CRC11_LN1_372
174,CRC11_LN1_372
175,CRC11_LN1_326
176,CRC11_LN1_368
177,CRC11_LN1_372
178,CRC11_LN1_326
179,CRC11_LN1_354
180,CRC11_LN1_372
181,CRC11_LN1_354
182,CRC11_LN1_372
183,CRC11_LN1_372
184,CRC11_LN1_368
185,CRC11_LN1_358
186,CRC11_LN1_358
187,CRC11_LN1_358
188,CRC11_LN1_358
189,CRC11_LN1_358
190,CRC11_LN1_358
191,CRC11_LN1_358
192,CRC11_LN1_358
193,CRC11_LN1_358
194,CRC11_LN1_358
195,CRC11_LN1_358
196,CRC11_LN1_358
197,CRC11_LN1_358
198,CRC11_LN1_358
199,CRC11_LN1_358
200,CRC11_LN1_358
201,CRC11_LN1_358
202,CRC11_LN1_358
203,CRC11_LN1_358
204,CRC11_LN1_358
205,CRC11_LN1_358
206,CRC11_LN1_358
207,CRC11_LN1_358
208,CRC11_LN1_358
209,CRC11_LN1_358
210,CRC11_LN1_358
211,CRC11_LN1_358
212,CRC11_LN1_358
213,CRC11_LN1_358
214,CRC11_LN1_358
215,CRC11_LN1_358
216,CRC11_LN1_358
217,CRC11_LN1_358
218,CRC11_LN1_358
219,CRC11_LN1_358
220,CRC11_LN1_358
221,CRC11_LN1_358
222,CRC11_LN1_358
223,CRC11_LN1_358
224,CRC11_LN1_358
225,CRC11_LN1_358
226,CRC11_LN1_358
227,CRC11_LN1_358
228,CRC11_LN1_358
229,CRC11_LN1_358
230,CRC11_LN1_358
231,CRC11_LN1_358
232,CRC11_LN1_358
233,CRC11_LN1_358
234,CRC11_LN1_358
235,CRC11_LN1_358
236,CRC11_LN1_358
237,CRC11_LN1_358
238,CRC11_LN1_358
239,CRC11_LN1_358
240,CRC11_LN1_358
241,CRC11_LN1_358
242,CRC11_LN1_358
243,CRC11_LN1_358
244,CRC11_LN1_358
245,CRC11_LN1_358
246,CRC11_LN1_358
247,CRC11_LN1_358
248,CRC11_LN1_358
