,cell_ID
0,CRC11_PT1_466
1,CRC11_PT3_780
2,CRC11_PT3_790
3,CRC11_PT4_708
4,CRC11_PT1_533
5,CRC11_PT1_445
6,CRC11_PT1_427
7,CRC11_PT4_712
8,CRC11_LN1_375
9,CRC11_PT2_479
10,CRC11_LN1_385
11,CRC11_PT1_444
12,CRC11_PT1_451
13,CRC11_PT1_434
14,CRC11_LN1_381
15,CRC11_PT3_790
16,CRC11_LN1_383
17,CRC11_PT1_445
18,CRC11_PT3_767
19,CRC11_PT3_785
20,CRC11_LN1_367
21,CRC11_LN1_361
22,CRC11_PT1_470
23,CRC11_LN1_377
24,CRC11_PT1_536
25,CRC11_LN1_301
26,CRC11_PT3_790
27,CRC11_LN1_334
28,CRC11_PT2_528
29,CRC11_PT4_713
30,CRC11_PT3_769
31,CRC11_PT4_748
32,CRC11_LN1_382
33,CRC11_PT4_705
34,CRC11_PT3_780
35,CRC11_PT1_460
36,CRC11_LN1_348
37,CRC11_PT2_475
38,CRC11_LN1_374
39,CRC11_NC_395
40,CRC11_PT3_793
41,CRC11_PT1_427
42,CRC11_PT3_761
43,CRC11_PT3_771
44,CRC11_PT3_774
45,CRC11_PT3_779
46,CRC11_PT3_762
47,CRC11_LN1_350
48,CRC11_PT1_470
49,CRC11_PT3_757
50,CRC11_LN1_304
51,CRC11_PT1_457
52,CRC11_PT1_458
53,CRC11_PT4_719
54,CRC11_PT1_439
55,CRC11_PT1_435
56,CRC11_PT3_792
57,CRC11_LN1_375
58,CRC11_PT2_504
59,CRC11_PT4_721
60,CRC11_PT4_730
61,CRC11_NC_409
62,CRC11_PT3_794
63,CRC11_PT3_782
64,CRC11_PT4_716
65,CRC11_PT3_751
66,CRC11_PT1_457
67,CRC11_PT4_735
68,CRC11_LN1_335
69,CRC11_PT4_706
70,CRC11_PT4_701
71,CRC11_PT4_701
72,CRC11_NC_413
73,CRC11_LN1_338
74,CRC11_LN1_382
75,CRC11_PT1_457
76,CRC11_PT4_710
77,CRC11_PT4_711
78,CRC11_PT4_713
79,CRC11_PT4_722
80,CRC11_PT3_790
81,CRC11_PT3_788
82,CRC11_NC_423
83,CRC11_PT4_735
84,CRC11_NC_417
85,CRC11_LN1_357
86,CRC11_PT4_732
87,CRC11_LN1_386
88,CRC11_PT1_449
89,CRC11_LN1_376
90,CRC11_LN1_310
91,CRC11_PT3_768
92,CRC11_NC_408
93,CRC11_LN1_355
94,CRC11_LN1_336
95,CRC11_LN1_332
96,CRC11_LN1_314
97,CRC11_LN1_345
98,CRC11_LN1_336
99,CRC11_LN1_345
100,CRC11_LN1_323
101,CRC11_LN1_351
102,CRC11_LN1_355
103,CRC11_LN1_378
104,CRC11_LN1_336
105,CRC11_LN1_336
106,CRC11_LN1_336
107,CRC11_LN1_351
108,CRC11_LN1_345
109,CRC11_LN1_330
110,CRC11_LN1_323
111,CRC11_LN1_378
112,CRC11_LN1_333
113,CRC11_LN1_355
114,CRC11_LN1_330
115,CRC11_LN1_324
116,CRC11_LN1_311
117,CRC11_LN1_336
118,CRC11_LN1_332
119,CRC11_LN1_332
120,CRC11_LN1_351
121,CRC11_LN1_333
122,CRC11_LN1_333
123,CRC11_LN1_345
124,CRC11_LN1_368
125,CRC11_LN1_368
126,CRC11_LN1_372
127,CRC11_LN1_354
128,CRC11_LN1_354
129,CRC11_LN1_326
130,CRC11_LN1_372
131,CRC11_LN1_326
132,CRC11_LN1_368
133,CRC11_LN1_354
134,CRC11_LN1_368
135,CRC11_LN1_326
136,CRC11_LN1_372
137,CRC11_LN1_354
138,CRC11_LN1_368
139,CRC11_LN1_372
140,CRC11_LN1_372
141,CRC11_LN1_354
142,CRC11_LN1_326
143,CRC11_LN1_326
144,CRC11_LN1_368
145,CRC11_LN1_326
146,CRC11_LN1_368
147,CRC11_LN1_368
148,CRC11_LN1_368
149,CRC11_LN1_326
150,CRC11_LN1_372
151,CRC11_LN1_326
152,CRC11_LN1_372
153,CRC11_LN1_354
154,CRC11_LN1_354
155,CRC11_LN1_354
156,CRC11_LN1_368
157,CRC11_LN1_354
158,CRC11_LN1_368
159,CRC11_LN1_326
160,CRC11_LN1_368
161,CRC11_LN1_368
162,CRC11_LN1_354
163,CRC11_LN1_368
164,CRC11_LN1_326
165,CRC11_LN1_354
166,CRC11_LN1_368
167,CRC11_LN1_368
168,CRC11_LN1_372
169,CRC11_LN1_326
170,CRC11_LN1_326
171,CRC11_LN1_372
172,CRC11_LN1_368
173,CRC11_LN1_354
174,CRC11_LN1_354
175,CRC11_LN1_326
176,CRC11_LN1_368
177,CRC11_LN1_354
178,CRC11_LN1_326
179,CRC11_LN1_372
180,CRC11_LN1_368
181,CRC11_LN1_372
182,CRC11_LN1_372
183,CRC11_LN1_368
184,CRC11_LN1_372
185,CRC11_LN1_354
186,CRC11_LN1_372
187,CRC11_LN1_368
188,CRC11_LN1_354
189,CRC11_LN1_326
