,cell_ID
0,CRC11_PT1_440
1,CRC11_PT4_718
2,CRC11_PT3_796
3,CRC11_PT4_748
4,CRC11_PT1_461
5,CRC11_PT2_495
6,CRC11_NC_409
7,CRC11_LN1_310
8,CRC11_PT4_746
9,CRC11_PT4_701
10,CRC11_PT3_756
11,CRC11_PT1_455
12,CRC11_LN1_324
13,CRC11_LN1_333
14,CRC11_LN1_333
15,CRC11_LN1_311
16,CRC11_LN1_351
17,CRC11_LN1_345
18,CRC11_LN1_330
19,CRC11_LN1_336
20,CRC11_LN1_359
21,CRC11_LN1_311
22,CRC11_LN1_311
23,CRC11_LN1_336
24,CRC11_LN1_378
25,CRC11_LN1_314
26,CRC11_LN1_332
27,CRC11_LN1_336
28,CRC11_LN1_311
29,CRC11_LN1_359
30,CRC11_LN1_378
31,CRC11_LN1_359
32,CRC11_LN1_314
33,CRC11_LN1_330
34,CRC11_LN1_333
35,CRC11_LN1_323
36,CRC11_LN1_351
37,CRC11_LN1_351
38,CRC11_LN1_355
39,CRC11_LN1_351
40,CRC11_LN1_351
41,CRC11_LN1_314
42,CRC11_LN1_323
43,CRC11_LN1_336
44,CRC11_LN1_311
45,CRC11_LN1_332
46,CRC11_LN1_355
47,CRC11_LN1_311
48,CRC11_LN1_311
49,CRC11_LN1_330
50,CRC11_LN1_330
51,CRC11_LN1_351
52,CRC11_LN1_324
53,CRC11_LN1_359
54,CRC11_LN1_323
55,CRC11_LN1_330
56,CRC11_LN1_333
57,CRC11_LN1_351
58,CRC11_LN1_324
59,CRC11_LN1_324
60,CRC11_LN1_323
61,CRC11_LN1_314
62,CRC11_LN1_332
63,CRC11_LN1_336
64,CRC11_LN1_330
65,CRC11_LN1_378
66,CRC11_LN1_359
67,CRC11_LN1_359
68,CRC11_LN1_324
69,CRC11_LN1_378
70,CRC11_LN1_314
71,CRC11_LN1_336
72,CRC11_LN1_324
73,CRC11_LN1_359
74,CRC11_LN1_359
75,CRC11_LN1_314
76,CRC11_LN1_351
77,CRC11_LN1_332
78,CRC11_LN1_336
79,CRC11_LN1_311
80,CRC11_LN1_355
81,CRC11_LN1_351
82,CRC11_LN1_333
83,CRC11_LN1_311
84,CRC11_LN1_332
85,CRC11_LN1_323
86,CRC11_LN1_359
87,CRC11_LN1_345
88,CRC11_LN1_333
89,CRC11_LN1_359
90,CRC11_LN1_345
91,CRC11_LN1_311
92,CRC11_LN1_378
93,CRC11_LN1_378
94,CRC11_LN1_332
95,CRC11_LN1_323
96,CRC11_LN1_311
97,CRC11_LN1_336
98,CRC11_LN1_336
99,CRC11_LN1_333
100,CRC11_LN1_359
101,CRC11_LN1_311
102,CRC11_LN1_311
103,CRC11_LN1_345
104,CRC11_LN1_355
105,CRC11_LN1_378
106,CRC11_LN1_332
107,CRC11_LN1_359
108,CRC11_LN1_332
109,CRC11_LN1_351
110,CRC11_LN1_333
111,CRC11_LN1_330
112,CRC11_LN1_332
113,CRC11_LN1_323
114,CRC11_LN1_378
115,CRC11_LN1_359
116,CRC11_LN1_345
117,CRC11_LN1_345
118,CRC11_LN1_314
119,CRC11_LN1_378
120,CRC11_LN1_333
121,CRC11_LN1_324
122,CRC11_LN1_372
123,CRC11_LN1_368
124,CRC11_LN1_372
125,CRC11_LN1_354
126,CRC11_LN1_368
127,CRC11_LN1_368
128,CRC11_LN1_326
129,CRC11_LN1_354
130,CRC11_LN1_358
131,CRC11_LN1_358
132,CRC11_LN1_358
133,CRC11_LN1_358
134,CRC11_LN1_358
135,CRC11_LN1_358
136,CRC11_LN1_358
137,CRC11_LN1_358
138,CRC11_LN1_358
139,CRC11_LN1_358
140,CRC11_LN1_358
141,CRC11_LN1_358
142,CRC11_LN1_358
143,CRC11_LN1_358
144,CRC11_LN1_358
145,CRC11_LN1_358
146,CRC11_LN1_358
147,CRC11_LN1_358
148,CRC11_LN1_358
149,CRC11_LN1_358
150,CRC11_LN1_358
151,CRC11_LN1_358
152,CRC11_LN1_358
153,CRC11_LN1_358
154,CRC11_LN1_358
155,CRC11_LN1_358
156,CRC11_LN1_358
157,CRC11_LN1_358
158,CRC11_LN1_358
159,CRC11_LN1_358
160,CRC11_LN1_358
161,CRC11_LN1_358
162,CRC11_LN1_358
163,CRC11_LN1_358
164,CRC11_LN1_358
165,CRC11_LN1_358
166,CRC11_LN1_358
167,CRC11_LN1_358
168,CRC11_LN1_358
169,CRC11_LN1_358
170,CRC11_LN1_358
171,CRC11_LN1_358
172,CRC11_LN1_358
173,CRC11_LN1_358
174,CRC11_LN1_358
175,CRC11_LN1_358
176,CRC11_LN1_358
177,CRC11_LN1_358
178,CRC11_LN1_358
179,CRC11_LN1_358
180,CRC11_LN1_358
181,CRC11_LN1_358
182,CRC11_LN1_358
183,CRC11_LN1_358
184,CRC11_LN1_358
185,CRC11_LN1_358
186,CRC11_LN1_358
187,CRC11_LN1_358
188,CRC11_LN1_358
189,CRC11_LN1_358
190,CRC11_LN1_358
191,CRC11_LN1_358
192,CRC11_LN1_358
193,CRC11_LN1_358
194,CRC11_LN1_358
195,CRC11_LN1_358
196,CRC11_LN1_358
197,CRC11_LN1_358
198,CRC11_LN1_358
199,CRC11_LN1_358
200,CRC11_LN1_358
201,CRC11_LN1_358
202,CRC11_LN1_358
203,CRC11_LN1_358
204,CRC11_LN1_358
205,CRC11_LN1_358
206,CRC11_LN1_358
207,CRC11_LN1_358
208,CRC11_LN1_358
209,CRC11_LN1_358
