,cell_ID
0,CRC11_PT3_757
1,CRC11_PT3_785
2,CRC11_PT1_455
3,CRC11_PT3_783
4,CRC11_PT4_707
5,CRC11_PT1_452
6,CRC11_PT4_741
7,CRC11_PT4_723
8,CRC11_PT3_769
9,CRC11_PT1_441
10,CRC11_PT1_452
11,CRC11_PT3_781
12,CRC11_PT2_481
13,CRC11_PT2_480
14,CRC11_PT2_488
15,CRC11_PT2_528
16,CRC11_PT2_494
17,CRC11_PT2_528
18,CRC11_PT2_504
19,CRC11_PT2_494
20,CRC11_PT2_488
21,CRC11_PT2_486
22,CRC11_PT2_481
23,CRC11_PT3_787
24,CRC11_PT2_488
25,CRC11_PT2_508
26,CRC11_LN1_326
27,CRC11_PT2_506
28,CRC11_PT2_486
29,CRC11_PT2_508
30,CRC11_PT2_485
31,CRC11_PT3_787
32,CRC11_LN1_326
33,CRC11_PT2_479
34,CRC11_PT2_495
35,CRC11_PT2_528
36,CRC11_PT2_486
37,CRC11_PT2_481
38,CRC11_PT2_528
39,CRC11_PT2_495
40,CRC11_PT2_480
41,CRC11_PT2_480
42,CRC11_PT2_494
43,CRC11_PT3_787
44,CRC11_PT2_475
45,CRC11_LN1_326
46,CRC11_PT3_787
47,CRC11_PT2_508
48,CRC11_PT2_488
49,CRC11_PT2_504
50,CRC11_PT2_495
51,CRC11_PT2_480
52,CRC11_LN1_326
53,CRC11_PT2_488
54,CRC11_LN1_326
55,CRC11_PT2_481
56,CRC11_PT2_480
57,CRC11_PT2_475
58,CRC11_PT2_480
59,CRC11_PT2_475
60,CRC11_PT2_481
61,CRC11_PT2_475
62,CRC11_PT2_485
63,CRC11_PT2_495
64,CRC11_PT4_742
65,CRC11_PT2_479
66,CRC11_PT2_480
67,CRC11_PT2_506
68,CRC11_PT3_781
69,CRC11_PT3_787
70,CRC11_PT2_508
71,CRC11_PT2_506
72,CRC11_PT2_495
73,CRC11_PT2_495
74,CRC11_PT2_508
75,CRC11_PT2_480
76,CRC11_PT2_528
77,CRC11_PT2_528
78,CRC11_PT3_781
79,CRC11_PT2_480
80,CRC11_PT3_787
81,CRC11_PT2_481
82,CRC11_PT2_506
83,CRC11_PT2_494
84,CRC11_PT2_506
85,CRC11_PT3_781
86,CRC11_PT2_525
87,CRC11_PT2_488
88,CRC11_PT2_480
89,CRC11_PT2_508
90,CRC11_PT2_508
91,CRC11_PT3_781
92,CRC11_PT2_494
93,CRC11_PT2_486
94,CRC11_PT2_486
95,CRC11_PT2_508
96,CRC11_PT2_488
97,CRC11_PT4_742
98,CRC11_PT2_504
99,CRC11_PT3_781
100,CRC11_PT2_485
101,CRC11_PT2_481
102,CRC11_PT2_495
103,CRC11_PT2_495
104,CRC11_LN1_326
105,CRC11_PT2_479
106,CRC11_PT2_508
107,CRC11_PT2_486
108,CRC11_PT2_494
109,CRC11_PT2_479
110,CRC11_PT2_504
111,CRC11_PT2_528
112,CRC11_PT4_742
113,CRC11_PT2_486
114,CRC11_PT2_504
115,CRC11_PT4_742
116,CRC11_PT2_485
117,CRC11_PT3_781
118,CRC11_PT4_742
119,CRC11_PT2_508
120,CRC11_PT2_495
121,CRC11_PT2_494
122,CRC11_PT3_781
123,CRC11_PT2_485
124,CRC11_PT2_495
125,CRC11_LN1_356
126,CRC11_LN1_377
127,CRC11_LN1_330
128,CRC11_LN1_376
129,CRC11_PT1_464
130,CRC11_LN1_328
131,CRC11_PT4_712
132,CRC11_LN1_366
133,CRC11_LN1_317
134,CRC11_LN1_328
135,CRC11_LN1_381
136,CRC11_PT4_705
137,CRC11_LN1_351
138,CRC11_PT4_708
139,CRC11_LN1_310
140,CRC11_LN1_348
141,CRC11_PT4_748
142,CRC11_LN1_377
143,CRC11_LN1_357
144,CRC11_LN1_309
145,CRC11_LN1_353
146,CRC11_LN1_301
147,CRC11_LN1_386
148,CRC11_LN1_364
149,CRC11_LN1_308
150,CRC11_LN1_323
151,CRC11_LN1_369
152,CRC11_LN1_353
153,CRC11_LN1_372
154,CRC11_LN1_378
155,CRC11_LN1_365
156,CRC11_LN1_329
157,CRC11_LN1_364
158,CRC11_LN1_362
159,CRC11_LN1_370
160,CRC11_LN1_373
161,CRC11_LN1_342
162,CRC11_NC_415
163,CRC11_NC_395
164,CRC11_NC_422
165,CRC11_NC_393
166,CRC11_NC_419
167,CRC11_NC_423
168,CRC11_NC_405
169,CRC11_NC_414
170,CRC11_NC_423
171,CRC11_NC_406
172,CRC11_NC_414
173,CRC11_NC_408
174,CRC11_NC_406
175,CRC11_NC_405
176,CRC11_NC_404
177,CRC11_NC_395
178,CRC11_NC_416
179,CRC11_NC_405
180,CRC11_NC_412
181,CRC11_NC_389
182,CRC11_NC_409
183,CRC11_NC_423
184,CRC11_NC_404
185,CRC11_NC_419
186,CRC11_NC_412
187,CRC11_NC_396
188,CRC11_NC_423
189,CRC11_NC_421
190,CRC11_NC_416
191,CRC11_NC_389
192,CRC11_NC_391
193,CRC11_NC_407
194,CRC11_NC_414
195,CRC11_NC_404
196,CRC11_NC_395
197,CRC11_NC_414
198,CRC11_NC_407
199,CRC11_NC_423
200,CRC11_NC_393
201,CRC11_NC_393
202,CRC11_NC_406
203,CRC11_NC_419
204,CRC11_NC_416
205,CRC11_NC_390
206,CRC11_NC_389
207,CRC11_NC_416
208,CRC11_NC_422
209,CRC11_NC_412
210,CRC11_NC_405
211,CRC11_NC_423
212,CRC11_NC_408
213,CRC11_NC_407
214,CRC11_NC_393
215,CRC11_NC_389
216,CRC11_NC_405
217,CRC11_NC_423
218,CRC11_NC_423
219,CRC11_NC_389
220,CRC11_NC_421
221,CRC11_NC_395
222,CRC11_NC_393
223,CRC11_NC_390
224,CRC11_NC_393
225,CRC11_NC_390
226,CRC11_NC_419
227,CRC11_NC_395
228,CRC11_NC_419
229,CRC11_NC_390
230,CRC11_NC_396
231,CRC11_NC_407
232,CRC11_NC_417
233,CRC11_NC_391
234,CRC11_NC_419
235,CRC11_NC_418
236,CRC11_NC_418
237,CRC11_NC_421
238,CRC11_NC_423
239,CRC11_NC_393
240,CRC11_NC_409
241,CRC11_NC_415
242,CRC11_NC_416
243,CRC11_NC_412
244,CRC11_NC_409
245,CRC11_NC_407
246,CRC11_NC_407
247,CRC11_NC_412
248,CRC11_NC_393
