,cell_ID
0,CRC11_PT3_754
1,CRC11_PT3_757
2,CRC11_PT3_779
3,CRC11_PT3_783
4,CRC11_PT3_783
5,CRC11_PT4_741
6,CRC11_PT1_434
7,CRC11_PT4_707
8,CRC11_PT1_449
9,CRC11_PT1_533
10,CRC11_PT4_718
11,CRC11_PT3_788
12,CRC11_PT4_719
13,CRC11_PT4_719
14,CRC11_PT1_438
15,CRC11_PT3_770
16,CRC11_PT3_780
17,CRC11_PT4_740
18,CRC11_PT1_540
19,CRC11_PT4_718
20,CRC11_PT3_756
21,CRC11_PT4_719
22,CRC11_PT4_704
23,CRC11_PT1_534
24,CRC11_PT1_455
25,CRC11_PT3_795
26,CRC11_PT3_790
27,CRC11_PT1_434
28,CRC11_PT1_447
29,CRC11_PT4_703
30,CRC11_PT3_786
31,CRC11_PT4_702
32,CRC11_PT3_757
33,CRC11_PT3_779
34,CRC11_PT4_706
35,CRC11_PT4_734
36,CRC11_PT4_719
37,CRC11_PT3_759
38,CRC11_PT1_460
39,CRC11_PT1_446
40,CRC11_PT1_446
41,CRC11_PT1_441
42,CRC11_PT1_540
43,CRC11_PT1_468
44,CRC11_PT3_780
45,CRC11_PT1_434
46,CRC11_PT3_769
47,CRC11_PT1_468
48,CRC11_PT1_467
49,CRC11_PT3_792
50,CRC11_PT1_452
51,CRC11_PT1_472
52,CRC11_PT3_793
53,CRC11_PT3_767
54,CRC11_PT1_459
55,CRC11_PT2_508
56,CRC11_PT3_781
57,CRC11_LN1_326
58,CRC11_PT2_480
59,CRC11_PT2_480
60,CRC11_PT2_488
61,CRC11_PT2_495
62,CRC11_PT2_481
63,CRC11_PT2_486
64,CRC11_PT2_508
65,CRC11_PT2_475
66,CRC11_PT2_486
67,CRC11_PT2_488
68,CRC11_PT2_528
69,CRC11_PT4_742
70,CRC11_PT2_485
71,CRC11_PT2_525
72,CRC11_PT2_494
73,CRC11_PT2_495
74,CRC11_PT3_787
75,CRC11_PT2_485
76,CRC11_PT3_781
77,CRC11_PT3_781
78,CRC11_LN1_326
79,CRC11_PT2_480
80,CRC11_PT4_742
81,CRC11_PT2_528
82,CRC11_PT2_488
83,CRC11_LN1_326
84,CRC11_PT2_475
85,CRC11_PT2_495
86,CRC11_LN1_326
87,CRC11_PT2_504
88,CRC11_PT2_480
89,CRC11_PT2_506
90,CRC11_PT2_479
91,CRC11_LN1_326
92,CRC11_LN1_326
93,CRC11_PT2_481
94,CRC11_PT2_485
95,CRC11_PT2_486
96,CRC11_PT2_494
97,CRC11_PT4_742
98,CRC11_PT3_781
99,CRC11_PT2_481
100,CRC11_PT2_495
101,CRC11_PT2_504
102,CRC11_PT2_475
103,CRC11_PT2_475
104,CRC11_PT2_488
105,CRC11_PT2_495
106,CRC11_PT2_480
107,CRC11_PT2_486
108,CRC11_PT2_506
109,CRC11_PT2_528
110,CRC11_LN1_326
111,CRC11_PT2_528
112,CRC11_PT2_480
113,CRC11_PT2_508
114,CRC11_PT2_504
