,cell_ID
0,CRC11_PT4_734
1,CRC11_PT3_796
2,CRC11_PT3_774
3,CRC11_PT4_740
4,CRC11_PT1_443
5,CRC11_PT3_791
6,CRC11_PT1_433
7,CRC11_PT4_735
8,CRC11_PT4_741
9,CRC11_PT3_775
10,CRC11_PT1_457
11,CRC11_PT1_466
12,CRC11_PT2_480
13,CRC11_PT2_528
14,CRC11_PT3_781
15,CRC11_PT2_486
16,CRC11_PT3_787
17,CRC11_PT2_495
18,CRC11_PT2_494
19,CRC11_PT2_481
20,CRC11_PT2_488
21,CRC11_PT3_787
22,CRC11_PT3_787
23,CRC11_PT2_488
24,CRC11_PT2_508
25,CRC11_PT3_781
26,CRC11_PT4_742
27,CRC11_PT2_488
28,CRC11_PT3_787
29,CRC11_PT2_508
30,CRC11_PT2_525
31,CRC11_PT2_506
32,CRC11_PT2_475
33,CRC11_PT3_781
34,CRC11_PT2_495
35,CRC11_PT2_504
36,CRC11_PT2_495
37,CRC11_PT2_495
38,CRC11_PT2_475
39,CRC11_PT2_488
40,CRC11_PT3_787
41,CRC11_PT2_528
42,CRC11_PT2_485
43,CRC11_LN1_326
44,CRC11_PT3_787
45,CRC11_PT2_481
46,CRC11_PT2_528
47,CRC11_PT2_481
48,CRC11_PT2_495
49,CRC11_PT2_479
50,CRC11_PT2_481
51,CRC11_PT2_486
52,CRC11_PT2_495
53,CRC11_PT4_742
54,CRC11_PT2_488
55,CRC11_PT2_481
56,CRC11_PT2_508
57,CRC11_PT2_525
58,CRC11_PT2_506
59,CRC11_PT2_506
60,CRC11_PT2_480
61,CRC11_PT2_475
62,CRC11_PT2_480
63,CRC11_PT2_528
64,CRC11_PT2_475
65,CRC11_PT2_488
66,CRC11_PT3_787
67,CRC11_PT2_528
68,CRC11_PT2_495
69,CRC11_PT2_486
70,CRC11_PT3_781
71,CRC11_PT3_787
72,CRC11_PT2_485
73,CRC11_PT2_479
74,CRC11_PT2_525
75,CRC11_PT2_525
76,CRC11_PT2_506
77,CRC11_PT2_494
78,CRC11_LN1_326
79,CRC11_PT2_508
80,CRC11_PT2_508
81,CRC11_PT2_485
82,CRC11_PT2_528
83,CRC11_PT3_781
84,CRC11_LN1_326
85,CRC11_PT2_488
86,CRC11_PT2_488
87,CRC11_PT3_787
88,CRC11_LN1_326
89,CRC11_PT2_494
90,CRC11_PT2_508
91,CRC11_PT2_485
92,CRC11_PT2_506
93,CRC11_PT2_485
94,CRC11_PT2_495
95,CRC11_PT2_485
96,CRC11_PT2_475
97,CRC11_PT3_781
98,CRC11_PT2_486
99,CRC11_PT2_480
100,CRC11_PT3_781
101,CRC11_PT4_742
102,CRC11_PT2_494
103,CRC11_LN1_326
104,CRC11_PT2_525
105,CRC11_PT3_781
106,CRC11_PT4_742
107,CRC11_PT2_506
108,CRC11_PT4_742
109,CRC11_PT2_481
110,CRC11_PT2_481
111,CRC11_PT2_495
112,CRC11_LN1_326
113,CRC11_PT2_504
114,CRC11_PT3_781
115,CRC11_PT2_486
116,CRC11_PT2_495
117,CRC11_PT2_528
118,CRC11_PT2_479
119,CRC11_LN1_326
120,CRC11_PT2_494
121,CRC11_PT2_494
122,CRC11_PT4_737
123,CRC11_PT1_440
124,CRC11_LN1_370
125,CRC11_PT4_748
126,CRC11_LN1_319
127,CRC11_LN1_382
128,CRC11_LN1_310
129,CRC11_PT4_746
130,CRC11_NC_393
131,CRC11_NC_414
132,CRC11_NC_415
133,CRC11_NC_404
134,CRC11_NC_422
135,CRC11_NC_416
136,CRC11_NC_407
137,CRC11_NC_406
138,CRC11_NC_395
139,CRC11_NC_405
140,CRC11_NC_416
141,CRC11_NC_416
142,CRC11_NC_405
143,CRC11_NC_412
144,CRC11_NC_415
145,CRC11_NC_417
146,CRC11_NC_421
147,CRC11_NC_405
148,CRC11_NC_416
149,CRC11_NC_412
150,CRC11_NC_413
151,CRC11_NC_409
152,CRC11_NC_390
153,CRC11_NC_415
154,CRC11_NC_420
155,CRC11_NC_422
156,CRC11_NC_418
157,CRC11_NC_407
158,CRC11_NC_408
159,CRC11_NC_407
160,CRC11_NC_407
161,CRC11_NC_390
162,CRC11_NC_418
163,CRC11_NC_405
164,CRC11_NC_416
165,CRC11_NC_414
166,CRC11_NC_396
167,CRC11_NC_389
168,CRC11_NC_416
169,CRC11_NC_395
170,CRC11_NC_414
171,CRC11_NC_395
172,CRC11_NC_407
173,CRC11_NC_419
174,CRC11_NC_391
175,CRC11_NC_395
176,CRC11_NC_404
177,CRC11_NC_407
178,CRC11_NC_419
179,CRC11_NC_419
180,CRC11_NC_418
181,CRC11_NC_417
182,CRC11_NC_421
183,CRC11_NC_405
184,CRC11_NC_395
185,CRC11_NC_412
186,CRC11_NC_413
187,CRC11_NC_409
188,CRC11_NC_409
189,CRC11_NC_393
190,CRC11_NC_390
191,CRC11_NC_423
192,CRC11_NC_393
193,CRC11_NC_414
194,CRC11_NC_390
195,CRC11_NC_421
196,CRC11_NC_405
197,CRC11_NC_416
198,CRC11_NC_414
199,CRC11_NC_407
200,CRC11_NC_404
201,CRC11_NC_415
202,CRC11_NC_416
203,CRC11_NC_396
204,CRC11_NC_391
205,CRC11_NC_413
206,CRC11_NC_413
207,CRC11_NC_422
208,CRC11_NC_409
209,CRC11_NC_406
210,CRC11_NC_389
211,CRC11_NC_412
212,CRC11_NC_412
213,CRC11_NC_396
214,CRC11_NC_414
215,CRC11_NC_415
216,CRC11_NC_418
217,CRC11_NC_389
218,CRC11_NC_405
219,CRC11_NC_405
220,CRC11_NC_422
221,CRC11_NC_416
222,CRC11_NC_389
223,CRC11_NC_406
224,CRC11_NC_412
225,CRC11_NC_396
226,CRC11_NC_409
227,CRC11_NC_396
228,CRC11_NC_407
229,CRC11_NC_422
230,CRC11_NC_420
231,CRC11_NC_396
232,CRC11_NC_418
233,CRC11_NC_390
234,CRC11_NC_415
235,CRC11_NC_404
236,CRC11_NC_393
237,CRC11_NC_415
238,CRC11_NC_420
239,CRC11_NC_417
240,CRC11_NC_406
241,CRC11_NC_389
242,CRC11_NC_418
243,CRC11_NC_413
244,CRC11_NC_415
245,CRC11_NC_418
246,CRC11_NC_420
247,CRC11_NC_417
248,CRC11_NC_422
