,cell_ID
0,CRC11_PT3_788
1,CRC11_LN1_334
2,CRC11_NC_423
3,CRC11_LN1_344
4,CRC11_LN1_382
5,CRC11_PT4_737
6,CRC11_PT1_428
7,CRC11_PT1_460
8,CRC11_LN1_316
9,CRC11_PT3_781
10,CRC11_PT4_701
11,CRC11_PT1_450
12,CRC11_PT1_428
13,CRC11_PT4_741
14,CRC11_LN1_387
15,CRC11_NC_414
16,CRC11_LN1_362
17,CRC11_PT3_762
18,CRC11_PT2_479
19,CRC11_PT1_533
20,CRC11_LN1_373
21,CRC11_PT3_787
22,CRC11_PT4_720
23,CRC11_PT1_458
24,CRC11_LN1_308
25,CRC11_PT3_790
26,CRC11_PT1_464
27,CRC11_NC_391
28,CRC11_PT1_459
29,CRC11_LN1_374
30,CRC11_LN1_365
31,CRC11_NC_407
32,CRC11_PT2_479
33,CRC11_NC_418
34,CRC11_NC_420
35,CRC11_PT1_442
36,CRC11_PT4_721
37,CRC11_LN1_386
38,CRC11_PT4_723
39,CRC11_PT1_450
40,CRC11_PT4_739
41,CRC11_PT1_541
42,CRC11_LN1_362
43,CRC11_PT4_719
44,CRC11_PT1_433
45,CRC11_NC_393
46,CRC11_PT4_730
47,CRC11_NC_390
48,CRC11_PT2_504
49,CRC11_NC_414
50,CRC11_PT4_733
51,CRC11_NC_389
52,CRC11_LN1_375
53,CRC11_PT3_794
54,CRC11_PT2_528
55,CRC11_PT4_702
56,CRC11_LN1_334
57,CRC11_PT2_528
58,CRC11_PT3_759
59,CRC11_PT3_765
60,CRC11_PT1_534
61,CRC11_PT1_425
62,CRC11_PT4_710
63,CRC11_PT1_461
64,CRC11_PT1_467
65,CRC11_PT4_715
66,CRC11_PT1_437
67,CRC11_PT1_451
68,CRC11_LN1_382
69,CRC11_LN1_364
70,CRC11_LN1_353
71,CRC11_PT2_528
72,CRC11_PT1_429
73,CRC11_PT3_751
74,CRC11_LN1_376
75,CRC11_LN1_366
76,CRC11_NC_409
77,CRC11_PT3_749
78,CRC11_NC_421
79,CRC11_PT1_440
80,CRC11_PT4_723
81,CRC11_LN1_340
82,CRC11_NC_405
83,CRC11_PT4_737
84,CRC11_PT2_488
85,CRC11_NC_419
