,cell_ID
0,CRC11_PT2_481
1,CRC11_PT1_446
2,CRC11_PT2_481
3,CRC11_LN1_381
4,CRC11_LN1_378
5,CRC11_LN1_381
6,CRC11_LN1_358
7,CRC11_LN1_359
8,CRC11_LN1_367
9,CRC11_LN1_372
10,CRC11_LN1_359
11,CRC11_LN1_380
12,CRC11_LN1_306
13,CRC11_LN1_359
14,CRC11_LN1_355
15,CRC11_LN1_372
16,CRC11_LN1_324
17,CRC11_LN1_370
18,CRC11_LN1_349
19,CRC11_LN1_367
20,CRC11_LN1_358
21,CRC11_LN1_372
22,CRC11_LN1_306
23,CRC11_LN1_380
24,CRC11_LN1_378
25,CRC11_LN1_301
26,CRC11_LN1_378
27,CRC11_LN1_336
28,CRC11_LN1_372
29,CRC11_LN1_367
30,CRC11_LN1_328
31,CRC11_LN1_367
32,CRC11_LN1_380
33,CRC11_LN1_381
34,CRC11_LN1_328
35,CRC11_LN1_378
36,CRC11_LN1_367
37,CRC11_LN1_332
38,CRC11_LN1_351
39,CRC11_LN1_359
40,CRC11_LN1_367
41,CRC11_LN1_306
42,CRC11_LN1_367
43,CRC11_LN1_311
44,CRC11_LN1_330
45,CRC11_LN1_315
46,CRC11_LN1_354
47,CRC11_LN1_318
48,CRC11_LN1_363
49,CRC11_LN1_326
50,CRC11_LN1_348
51,CRC11_LN1_367
52,CRC11_LN1_349
53,CRC11_LN1_324
54,CRC11_LN1_333
55,CRC11_LN1_372
56,CRC11_LN1_370
57,CRC11_LN1_306
58,CRC11_LN1_333
59,CRC11_LN1_380
60,CRC11_LN1_332
61,CRC11_LN1_370
62,CRC11_LN1_359
63,CRC11_LN1_359
64,CRC11_LN1_351
65,CRC11_LN1_324
66,CRC11_LN1_314
67,CRC11_LN1_358
68,CRC11_LN1_311
69,CRC11_LN1_355
70,CRC11_LN1_370
71,CRC11_LN1_301
72,CRC11_LN1_328
73,CRC11_LN1_367
74,CRC11_LN1_348
75,CRC11_LN1_314
76,CRC11_LN1_345
77,CRC11_LN1_315
78,CRC11_LN1_355
79,CRC11_LN1_367
80,CRC11_LN1_354
81,CRC11_LN1_381
82,CRC11_LN1_324
83,CRC11_LN1_314
84,CRC11_LN1_372
