,cell_ID
0,CRC04_LN1_354
1,CRC04_LN1_350
2,CRC04_LN2_468
3,CRC04_LN1_357
4,CRC04_LN1_358
5,CRC04_LN2_484
6,CRC04_PT4_515
7,CRC04_PT4_531
8,CRC04_LN1_352
9,CRC04_LN1_349
10,CRC04_LN1_403
11,CRC04_LN1_403
12,CRC04_LN1_358
13,CRC04_PT4_531
14,CRC04_PT4_531
15,CRC04_LN1_351
16,CRC04_LN2_484
17,CRC04_LN1_357
18,CRC04_LN1_351
19,CRC04_LN2_468
20,CRC04_LN2_486
21,CRC04_LN2_491
22,CRC04_LN2_486
23,CRC04_LN2_481
24,CRC04_LN1_352
25,CRC04_LN1_377
26,CRC04_LN2_492
27,CRC04_LN2_485
28,CRC04_LN1_380
29,CRC04_LN1_380
30,CRC04_LN2_476
31,CRC04_LN1_358
32,CRC04_LN1_362
33,CRC04_LN2_468
34,CRC04_LN2_484
35,CRC04_LN2_465
36,CRC04_LN1_352
37,CRC04_LN1_361
38,CRC04_LN2_468
39,CRC04_LN1_355
40,CRC04_LN1_356
41,CRC04_LN1_358
42,CRC04_LN1_381
43,CRC04_LN1_403
44,CRC04_LN2_484
45,CRC04_LN1_377
46,CRC04_PT4_515
47,CRC04_LN2_480
48,CRC04_LN1_357
49,CRC04_PT4_516
50,CRC04_LN1_357
51,CRC04_LN2_486
52,CRC04_LN2_484
53,CRC04_LN1_353
54,CRC04_LN1_361
55,CRC04_LN1_357
56,CRC04_PT4_515
57,CRC04_LN2_485
58,CRC04_LN1_380
59,CRC04_LN1_364
60,CRC04_LN1_358
61,CRC04_LN1_353
62,CRC04_LN1_352
63,CRC04_LN1_353
64,CRC04_LN1_355
65,CRC04_LN2_486
66,CRC04_LN1_352
67,CRC04_LN2_465
68,CRC04_PT5_722
69,CRC04_NC_306
70,CRC04_NC_301
71,CRC04_PT5_712
72,CRC04_PT2_549
73,CRC04_NC_311
74,CRC04_PT5_728
75,CRC04_NC_312
76,CRC04_PT5_711
77,CRC04_PT5_721
78,CRC04_PT2_564
79,CRC04_PT5_712
80,CRC04_PT5_702
81,CRC04_PT5_728
82,CRC04_PT5_720
83,CRC04_PT5_709
84,CRC04_PT5_716
85,CRC04_PT5_730
86,CRC04_NC_304
87,CRC04_NC_297
88,CRC04_PT2_546
89,CRC04_PT2_546
90,CRC04_NC_312
91,CRC04_PT5_709
92,CRC04_PT5_709
