,cell_ID
0,CRC04_PT4_516
1,CRC04_LN1_362
2,CRC04_LN1_357
3,CRC04_LN1_358
4,CRC04_LN1_361
5,CRC04_LN1_354
6,CRC04_LN1_377
7,CRC04_LN1_349
8,CRC04_LN1_378
9,CRC04_LN1_350
10,CRC04_LN1_362
11,CRC04_LN1_356
12,CRC04_LN1_355
13,CRC04_PT5_703
14,CRC04_PT5_717
15,CRC04_NC_317
16,CRC04_NC_311
17,CRC04_NC_312
18,CRC04_NC_315
19,CRC04_NC_306
20,CRC04_PT2_534
21,CRC04_NC_297
22,CRC04_PT2_537
23,CRC04_NC_301
24,CRC04_NC_317
25,CRC04_NC_310
26,CRC04_PT5_721
27,CRC04_NC_307
28,CRC04_PT2_552
29,CRC04_PT5_728
30,CRC04_PT2_544
31,CRC04_PT5_703
32,CRC04_PT2_541
33,CRC04_PT2_544
34,CRC04_NC_315
35,CRC04_PT5_716
36,CRC04_PT2_562
37,CRC04_PT2_563
38,CRC04_PT2_533
39,CRC04_PT5_728
40,CRC04_NC_305
41,CRC04_PT2_549
42,CRC04_PT2_549
43,CRC04_PT5_714
44,CRC04_PT5_726
45,CRC04_PT2_564
46,CRC04_PT3_755
47,CRC04_PT2_548
48,CRC04_PT1_596
49,CRC04_PT5_714
50,CRC04_NC_312
51,CRC04_NC_310
52,CRC04_PT2_548
53,CRC04_NC_301
54,CRC04_NC_297
55,CRC04_PT2_540
56,CRC04_NC_311
57,CRC04_PT2_551
58,CRC04_PT1_596
59,CRC04_PT5_729
60,CRC04_PT5_724
61,CRC04_PT5_716
62,CRC04_NC_311
63,CRC04_PT2_564
64,CRC04_NC_310
65,CRC04_NC_304
66,CRC04_NC_307
67,CRC04_PT2_546
68,CRC04_PT5_726
69,CRC04_NC_304
70,CRC04_NC_305
71,CRC04_PT2_551
72,CRC04_PT5_726
73,CRC04_PT5_717
74,CRC04_NC_317
75,CRC04_PT2_559
76,CRC04_PT5_730
77,CRC04_PT2_537
78,CRC04_PT5_721
79,CRC04_PT5_729
80,CRC04_PT5_714
81,CRC04_PT2_541
82,CRC04_PT2_534
83,CRC04_NC_297
84,CRC04_NC_305
85,CRC04_PT2_552
86,CRC04_PT5_724
87,CRC04_PT4_526
88,CRC04_PT2_549
89,CRC04_NC_310
90,CRC04_PT2_559
91,CRC04_PT2_552
92,CRC04_PT5_712
