,cell_ID
0,CRC04_LN2_469
1,CRC04_LN1_352
2,CRC04_LN1_357
3,CRC04_LN1_349
4,CRC04_LN1_403
5,CRC04_LN1_401
6,CRC04_LN1_360
7,CRC04_LN1_360
8,CRC04_LN1_403
9,CRC04_PT4_531
10,CRC04_LN2_486
11,CRC04_LN1_402
12,CRC04_LN2_483
13,CRC04_LN1_364
14,CRC04_LN2_477
15,CRC04_LN1_380
16,CRC04_LN2_477
17,CRC04_LN2_465
18,CRC04_LN1_351
19,CRC04_LN1_351
20,CRC04_LN1_350
21,CRC04_LN2_477
22,CRC04_LN1_354
23,CRC04_LN2_491
24,CRC04_LN2_483
25,CRC04_LN2_469
26,CRC04_LN1_356
27,CRC04_LN2_491
28,CRC04_LN1_377
29,CRC04_PT4_516
30,CRC04_LN1_402
31,CRC04_LN2_484
32,CRC04_LN1_403
33,CRC04_LN1_364
34,CRC04_LN2_481
35,CRC04_LN1_349
36,CRC04_LN1_349
37,CRC04_LN1_381
38,CRC04_PT4_516
39,CRC04_PT5_716
40,CRC04_PT2_551
41,CRC04_NC_304
42,CRC04_NC_311
43,CRC04_NC_297
44,CRC04_PT2_546
45,CRC04_PT2_543
46,CRC04_NC_313
47,CRC04_PT5_717
48,CRC04_PT5_714
49,CRC04_NC_313
50,CRC04_PT2_546
51,CRC04_PT5_709
52,CRC04_PT3_755
53,CRC04_PT2_544
54,CRC04_PT5_720
55,CRC04_PT2_563
56,CRC04_PT5_711
57,CRC04_PT2_533
58,CRC04_PT2_559
59,CRC04_PT2_540
60,CRC04_PT2_559
61,CRC04_PT2_548
62,CRC04_NC_303
63,CRC04_NC_303
64,CRC04_NC_301
65,CRC04_PT5_729
66,CRC04_PT2_559
67,CRC04_NC_306
68,CRC04_PT5_712
69,CRC04_PT5_722
70,CRC04_PT4_517
71,CRC04_PT2_563
72,CRC04_PT5_716
73,CRC04_PT2_551
74,CRC04_NC_310
75,CRC04_PT5_717
76,CRC04_PT4_517
77,CRC04_PT2_534
78,CRC04_PT5_725
79,CRC04_PT5_703
80,CRC04_PT2_544
81,CRC04_PT2_564
82,CRC04_PT5_726
83,CRC04_PT2_546
84,CRC04_PT2_533
85,CRC04_PT5_730
86,CRC04_PT2_562
87,CRC04_NC_297
88,CRC04_NC_297
89,CRC04_PT5_714
90,CRC04_PT2_541
91,CRC04_PT5_730
92,CRC04_PT5_703
