,clone0,clone1,clone2,clone3
ENSG00000171466,2.0,2.0,2.0,2.5
ENSG00000071553,2.0,1.0,1.9090909090909092,1.5
ENSG00000154124,2.5555555555555554,2.3333333333333335,2.6363636363636362,3.0
ENSG00000259120,2.0,2.0,1.9090909090909092,2.0
ENSG00000101109,4.0,2.3333333333333335,4.0,4.0
ENSG00000171169,2.0,2.0,2.090909090909091,2.0
ENSG00000077463,2.0,2.0,2.0,2.5
ENSG00000203876,2.0,2.0,2.0,2.0
ENSG00000114735,1.4444444444444444,2.0,1.8181818181818181,2.0
ENSG00000203943,1.0,2.0,1.0,1.0
ENSG00000140612,2.0,2.0,2.0,2.0
ENSG00000161281,2.0,2.0,1.9090909090909092,2.0
ENSG00000149150,2.0,2.0,2.0,2.0
ENSG00000124444,2.0,2.0,2.0,2.0
ENSG00000133256,1.0,2.0,1.9090909090909092,2.0
ENSG00000149782,2.0,2.0,2.0,2.0
ENSG00000173275,2.0,1.0,1.9090909090909092,1.5
ENSG00000119630,1.0,2.0,1.0,1.0
ENSG00000183978,2.0,2.0,2.0,2.0
ENSG00000174738,1.4444444444444444,2.0,1.8181818181818181,2.0
ENSG00000118503,2.7777777777777777,2.3333333333333335,2.4545454545454546,2.5
ENSG00000167037,1.0,1.6666666666666667,1.0,1.0
ENSG00000120727,3.2222222222222223,2.3333333333333335,3.4545454545454546,4.0
ENSG00000104907,2.0,2.0,2.0,2.5
ENSG00000143314,2.0,2.0,2.0,2.0
ENSG00000172071,2.0,2.0,2.0,2.0
ENSG00000111727,2.0,2.0,2.0,2.0
ENSG00000115364,2.0,2.0,2.0,2.0
ENSG00000177674,1.0,1.6666666666666667,1.0,1.0
ENSG00000082269,2.0,2.0,1.9090909090909092,2.0
ENSG00000132670,1.8888888888888888,2.0,1.9090909090909092,1.5
ENSG00000092201,1.0,2.0,1.0,1.0
ENSG00000241839,2.0,2.0,2.0,2.0
ENSG00000178988,1.0,2.0,1.9090909090909092,2.0
ENSG00000214046,2.0,2.0,2.0,2.5
ENSG00000229809,3.0,2.3333333333333335,2.909090909090909,2.0
ENSG00000167131,2.0,2.0,2.0,2.0
ENSG00000143751,2.0,2.0,2.0,2.0
ENSG00000198961,1.0,2.0,1.0,1.0
ENSG00000109814,1.0,2.0,2.0,2.0
ENSG00000125753,2.0,2.0,2.0,2.0
ENSG00000140323,1.0,2.0,1.0,1.0
ENSG00000101391,4.0,2.3333333333333335,4.0,4.0
ENSG00000198492,1.0,1.6666666666666667,1.0909090909090908,1.0
ENSG00000125538,2.0,2.0,2.0,2.0
ENSG00000064601,4.0,2.3333333333333335,4.0,4.0
ENSG00000171121,2.0,2.0,2.0,2.0
ENSG00000114395,1.4444444444444444,2.0,1.8181818181818181,2.0
ENSG00000197782,2.0,2.0,2.0,2.0
ENSG00000269900,2.0,2.0,2.0,2.0
ENSG00000138069,2.0,2.0,2.0,2.0
ENSG00000118046,2.0,2.0,2.0,2.5
ENSG00000168724,2.0,2.0,1.6363636363636365,2.0
ENSG00000103196,3.0,2.3333333333333335,2.909090909090909,2.0
ENSG00000188315,1.4444444444444444,2.0,1.8181818181818181,2.0
ENSG00000115163,2.0,2.0,2.0,2.0
ENSG00000198729,2.7777777777777777,2.3333333333333335,2.4545454545454546,2.5
ENSG00000100353,1.0,1.6666666666666667,1.0,1.0
ENSG00000116017,2.0,2.0,2.0,2.5
ENSG00000105997,2.5555555555555554,2.0,2.727272727272727,2.0
ENSG00000152147,2.0,2.0,2.0,2.0
ENSG00000130159,2.0,2.0,2.0,2.5
ENSG00000167491,2.2222222222222223,2.0,2.090909090909091,2.5
ENSG00000168140,2.888888888888889,2.3333333333333335,2.909090909090909,2.0
ENSG00000135632,2.0,2.0,2.0,2.0
ENSG00000103091,3.0,2.3333333333333335,2.909090909090909,2.0
ENSG00000204482,2.0,2.0,2.090909090909091,2.0
ENSG00000114107,2.0,2.0,1.9090909090909092,2.0
ENSG00000186184,4.111111111111111,2.3333333333333335,4.181818181818182,4.0
ENSG00000121680,2.0,2.0,2.0,2.0
ENSG00000150722,2.0,2.0,2.0,2.0
ENSG00000100504,1.0,2.0,1.0,1.0
ENSG00000188257,1.0,1.6666666666666667,1.0,1.0
ENSG00000140941,3.0,2.3333333333333335,2.909090909090909,2.0
ENSG00000170345,1.0,2.0,1.0,1.0
ENSG00000068438,2.0,1.0,1.9090909090909092,2.0
ENSG00000103260,2.888888888888889,2.3333333333333335,2.909090909090909,2.0
ENSG00000213585,1.0,2.0,1.0,1.0
ENSG00000059145,2.888888888888889,2.3333333333333335,2.909090909090909,2.0
ENSG00000102984,3.0,2.3333333333333335,2.909090909090909,2.0
ENSG00000079435,2.0,2.0,2.0,2.0
ENSG00000135956,2.0,2.0,2.0,2.0
ENSG00000066697,2.0,2.0,2.0,2.0
ENSG00000107796,2.0,2.0,2.0,2.0
ENSG00000117118,1.0,1.6666666666666667,1.0,1.0
ENSG00000006432,1.0,2.0,1.0,1.0
ENSG00000168522,2.0,2.0,2.090909090909091,2.0
ENSG00000186395,2.0,2.0,2.0,2.0
ENSG00000145391,1.0,2.0,2.0,2.0
ENSG00000267080,2.0,2.0,2.0,2.0
ENSG00000100519,1.0,2.0,1.0,1.0
ENSG00000095906,2.888888888888889,2.3333333333333335,2.909090909090909,2.0
ENSG00000116670,1.0,1.6666666666666667,1.0,1.0
ENSG00000101473,4.0,2.3333333333333335,4.0,4.0
ENSG00000189144,2.0,2.0,2.0,2.0
ENSG00000197747,2.0,2.0,2.0,2.0
ENSG00000134897,4.222222222222222,2.3333333333333335,4.636363636363637,5.0
ENSG00000213079,2.7777777777777777,2.3333333333333335,2.4545454545454546,2.5
ENSG00000009830,1.0,2.0,1.0,1.0
ENSG00000221829,2.111111111111111,2.0,2.0,2.0
ENSG00000165879,2.0,2.0,2.0,2.0
ENSG00000167645,2.0,2.0,2.0,2.0
ENSG00000175164,2.0,2.0,2.0,2.0
ENSG00000100591,1.0,2.0,1.0,1.0
ENSG00000278023,2.0,2.0,1.9090909090909092,2.0
ENSG00000113719,3.2222222222222223,2.3333333333333335,3.3636363636363638,4.0
ENSG00000161610,2.0,2.0,2.0,2.0
ENSG00000100271,1.0,1.6666666666666667,1.0,1.0
ENSG00000168090,2.5555555555555554,2.0,2.8181818181818183,2.0
ENSG00000177721,3.7777777777777777,2.6666666666666665,4.0,4.0
ENSG00000139644,2.0,2.0,2.090909090909091,2.0
ENSG00000204370,2.0,2.0,2.0,2.0
