,CRC04_LN1_349,CRC04_LN1_350,CRC04_LN1_351,CRC04_LN1_352,CRC04_LN1_353,CRC04_LN1_354,CRC04_LN1_355,CRC04_LN1_356,CRC04_LN1_357,CRC04_LN1_358,CRC04_LN1_360,CRC04_LN1_361,CRC04_LN1_362,CRC04_LN1_363,CRC04_LN1_364,CRC04_LN1_377,CRC04_LN1_378,CRC04_LN1_380,CRC04_LN1_381,CRC04_LN1_401,CRC04_LN1_402,CRC04_LN1_403,CRC04_LN2_465,CRC04_LN2_468,CRC04_LN2_469,CRC04_LN2_476,CRC04_LN2_477,CRC04_LN2_480,CRC04_LN2_481,CRC04_LN2_483,CRC04_LN2_484,CRC04_LN2_485,CRC04_LN2_486,CRC04_LN2_491,CRC04_LN2_492,CRC04_NC_297,CRC04_NC_301,CRC04_NC_303,CRC04_NC_304,CRC04_NC_305,CRC04_NC_306,CRC04_NC_307,CRC04_NC_310,CRC04_NC_311,CRC04_NC_312,CRC04_NC_313,CRC04_NC_315,CRC04_NC_317,CRC04_PT1_596,CRC04_PT2_533,CRC04_PT2_534,CRC04_PT2_537,CRC04_PT2_540,CRC04_PT2_541,CRC04_PT2_543,CRC04_PT2_544,CRC04_PT2_546,CRC04_PT2_548,CRC04_PT2_549,CRC04_PT2_551,CRC04_PT2_552,CRC04_PT2_559,CRC04_PT2_561,CRC04_PT2_562,CRC04_PT2_563,CRC04_PT2_564,CRC04_PT3_742,CRC04_PT3_755,CRC04_PT4_509,CRC04_PT4_515,CRC04_PT4_516,CRC04_PT4_517,CRC04_PT4_526,CRC04_PT4_531,CRC04_PT5_701,CRC04_PT5_702,CRC04_PT5_703,CRC04_PT5_709,CRC04_PT5_711,CRC04_PT5_712,CRC04_PT5_714,CRC04_PT5_716,CRC04_PT5_717,CRC04_PT5_720,CRC04_PT5_721,CRC04_PT5_722,CRC04_PT5_724,CRC04_PT5_725,CRC04_PT5_726,CRC04_PT5_728,CRC04_PT5_729,CRC04_PT5_730,CRC04_PT5_731
ENSG00000088386,3,4,4,3,4,4,3,3,4,4,4,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000187566,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
ENSG00000144713,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,3,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000141497,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000082146,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,6,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,3,3
ENSG00000172123,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
ENSG00000159692,3,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
ENSG00000167536,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
ENSG00000166750,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
ENSG00000060749,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4
ENSG00000131778,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
ENSG00000173114,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4
ENSG00000104267,5,6,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,6,6,6,6,6,5,6,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6
ENSG00000064270,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3
ENSG00000261236,5,6,5,7,7,5,6,6,5,5,5,6,6,6,5,5,5,5,6,6,5,6,5,5,5,6,6,6,6,7,5,7,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,7,5,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6
ENSG00000106004,5,5,6,5,4,4,4,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
ENSG00000175538,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,4,6,5,4,5,5,5,6,5,4,4,5,5,5,4,5,5,4,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,6,5,6,5
ENSG00000011485,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000218305,5,5,5,5,4,4,4,6,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4
ENSG00000104142,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
ENSG00000113068,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,3,2,3,3,3,5,3,3,3,3,2,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000174695,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000235436,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4
ENSG00000278175,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000134940,4,5,3,4,4,5,4,4,5,5,5,4,5,4,5,5,4,5,4,4,4,4,4,5,4,5,5,5,4,4,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,5,4,3,3,4,3,4,3,3,3,3,3,4,3,3,4,3,4,4,3,3,3,3,3
ENSG00000135999,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,6,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3
ENSG00000174177,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3
ENSG00000114391,2,3,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000162191,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,5,3,4,4
ENSG00000189366,3,3,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000106392,5,5,6,5,4,4,4,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4
ENSG00000166136,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000115694,3,2,3,3,2,2,2,2,3,1,2,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3
ENSG00000189046,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000188229,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000126432,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,5,3,4,5
ENSG00000166689,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4
ENSG00000135423,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000092098,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000075399,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000260852,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000100027,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000126814,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000112305,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000162735,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
ENSG00000261787,5,6,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,6,6,5,6,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,5,5,6,5,5,5,5,6,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,7,5,6,6,6,5
ENSG00000144120,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,6,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3
ENSG00000179604,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000142544,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSG00000060491,6,6,6,7,7,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,6,7,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,7,7,5,6,6,7,6,6,5,7,6,6,6,5,6,6,6,6,7,7,5,7,5,7,7,6,6,6,6,6,7,6,6,6,6,6,5,4,6,5
ENSG00000178694,2,3,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
