,cell_ID
0,CRC04_LN1_377
1,CRC04_LN1_357
2,CRC04_LN2_465
3,CRC04_LN1_381
4,CRC04_LN1_361
5,CRC04_LN1_356
6,CRC04_LN2_492
7,CRC04_LN2_485
8,CRC04_LN1_361
9,CRC04_LN1_403
10,CRC04_LN2_485
11,CRC04_LN2_477
12,CRC04_LN1_402
13,CRC04_LN1_352
14,CRC04_LN1_353
15,CRC04_LN2_491
16,CRC04_LN1_352
17,CRC04_LN1_354
18,CRC04_LN2_469
19,CRC04_LN1_353
20,CRC04_LN1_355
21,CRC04_LN2_485
22,CRC04_LN1_401
23,CRC04_LN2_485
24,CRC04_LN1_351
25,CRC04_LN1_378
26,CRC04_PT5_731
27,CRC04_NC_311
28,CRC04_NC_311
29,CRC04_NC_307
30,CRC04_NC_315
31,CRC04_NC_303
32,CRC04_NC_315
33,CRC04_NC_311
34,CRC04_NC_310
35,CRC04_NC_303
36,CRC04_NC_301
37,CRC04_NC_315
38,CRC04_NC_306
39,CRC04_NC_313
40,CRC04_NC_305
41,CRC04_NC_317
42,CRC04_NC_305
43,CRC04_NC_306
44,CRC04_NC_310
45,CRC04_NC_304
46,CRC04_NC_307
47,CRC04_NC_305
48,CRC04_NC_313
49,CRC04_NC_315
50,CRC04_NC_304
51,CRC04_NC_310
52,CRC04_NC_307
53,CRC04_NC_313
54,CRC04_NC_301
55,CRC04_NC_313
56,CRC04_NC_317
57,CRC04_NC_304
58,CRC04_NC_306
59,CRC04_NC_311
60,CRC04_NC_305
61,CRC04_NC_307
62,CRC04_NC_304
63,CRC04_NC_312
64,CRC04_NC_303
65,CRC04_NC_297
66,CRC04_NC_305
67,CRC04_NC_317
68,CRC04_NC_303
69,CRC04_PT4_509
70,CRC04_PT4_531
71,CRC04_PT4_515
72,CRC04_PT4_509
73,CRC04_PT4_516
74,CRC04_PT4_531
75,CRC04_PT4_516
76,CRC04_PT4_531
77,CRC04_PT4_509
78,CRC04_PT4_531
79,CRC04_PT4_516
80,CRC04_PT4_515
81,CRC04_PT4_531
82,CRC04_PT4_531
83,CRC04_PT4_515
84,CRC04_PT4_531
85,CRC04_PT4_531
86,CRC04_PT4_531
87,CRC04_PT4_516
88,CRC04_PT4_509
89,CRC04_PT4_509
90,CRC04_PT4_509
91,CRC04_PT4_515
92,CRC04_PT4_531
