,cell_ID
0,CRC04_LN1_362
1,CRC04_LN1_357
2,CRC04_LN1_358
3,CRC04_LN1_361
4,CRC04_LN1_354
5,CRC04_LN1_377
6,CRC04_LN1_349
7,CRC04_LN1_378
8,CRC04_LN1_350
9,CRC04_LN1_362
10,CRC04_LN1_356
11,CRC04_LN1_355
12,CRC04_LN2_476
13,CRC04_LN1_402
14,CRC04_LN1_381
15,CRC04_LN1_402
16,CRC04_LN1_361
17,CRC04_LN2_481
18,CRC04_LN2_483
19,CRC04_PT5_728
20,CRC04_PT2_552
21,CRC04_PT2_546
22,CRC04_PT2_548
23,CRC04_PT2_551
24,CRC04_PT2_541
25,CRC04_PT2_562
26,CRC04_PT1_596
27,CRC04_PT2_563
28,CRC04_PT2_533
29,CRC04_PT2_552
30,CRC04_PT2_544
31,CRC04_PT2_543
32,CRC04_PT5_709
33,CRC04_PT4_517
34,CRC04_PT5_728
35,CRC04_PT3_742
36,CRC04_PT4_517
37,CRC04_PT2_551
38,CRC04_PT5_714
39,CRC04_PT5_716
40,CRC04_PT2_561
41,CRC04_PT2_540
42,CRC04_PT5_702
43,CRC04_PT5_702
44,CRC04_PT5_717
45,CRC04_PT5_721
46,CRC04_PT5_701
47,CRC04_PT2_559
48,CRC04_PT2_548
49,CRC04_PT2_544
50,CRC04_PT5_701
51,CRC04_PT2_533
52,CRC04_PT1_596
53,CRC04_PT2_564
54,CRC04_PT2_546
55,CRC04_PT5_703
56,CRC04_PT2_559
57,CRC04_PT2_546
58,CRC04_PT5_717
59,CRC04_PT2_544
60,CRC04_PT2_537
61,CRC04_PT2_543
62,CRC04_PT4_526
63,CRC04_PT2_537
64,CRC04_PT2_540
65,CRC04_PT5_703
66,CRC04_PT2_552
67,CRC04_PT5_711
68,CRC04_PT2_563
69,CRC04_PT3_742
70,CRC04_PT2_562
71,CRC04_PT1_596
72,CRC04_PT2_540
73,CRC04_PT5_709
74,CRC04_PT5_724
75,CRC04_PT5_702
76,CRC04_PT2_544
77,CRC04_PT5_711
78,CRC04_PT5_709
79,CRC04_PT5_731
80,CRC04_PT5_701
81,CRC04_PT4_515
82,CRC04_PT4_531
83,CRC04_PT4_509
84,CRC04_PT4_509
85,CRC04_PT4_531
86,CRC04_PT4_515
87,CRC04_PT4_531
88,CRC04_PT4_515
89,CRC04_PT4_531
90,CRC04_PT4_509
91,CRC04_PT4_509
92,CRC04_PT4_515
