,cell_ID
0,CRC10_LN1_003
1,CRC10_LN1_004
2,CRC10_LN1_005
3,CRC10_LN1_006
4,CRC10_LN1_007
5,CRC10_LN1_008
6,CRC10_LN1_010
7,CRC10_LN1_011
8,CRC10_LN1_012
9,CRC10_LN1_013
10,CRC10_LN1_014
11,CRC10_LN1_015
12,CRC10_LN1_016
13,CRC10_LN1_017
14,CRC10_LN1_018
15,CRC10_LN1_019
16,CRC10_LN1_020
17,CRC10_LN1_021
18,CRC10_LN1_022
19,CRC10_LN1_023
20,CRC10_LN1_024
21,CRC10_LN1_025
22,CRC10_LN1_026
23,CRC10_LN1_028
24,CRC10_LN1_029
25,CRC10_LN1_030
26,CRC10_LN1_031
27,CRC10_LN1_032
28,CRC10_LN1_033
29,CRC10_LN1_035
30,CRC10_LN1_037
31,CRC10_LN1_038
32,CRC10_LN1_039
33,CRC10_LN1_041
34,CRC10_LN1_042
35,CRC10_LN1_043
36,CRC10_LN1_044
37,CRC10_LN1_046
38,CRC10_LN1_047
39,CRC10_LN1_048
40,CRC10_LN3_049
41,CRC10_LN3_050
42,CRC10_LN3_051
43,CRC10_LN3_052
44,CRC10_LN3_053
45,CRC10_LN3_054
46,CRC10_LN3_055
47,CRC10_LN3_056
48,CRC10_LN3_057
49,CRC10_LN3_058
50,CRC10_LN3_059
51,CRC10_LN3_060
52,CRC10_LN3_061
53,CRC10_LN3_062
54,CRC10_LN3_063
55,CRC10_LN3_064
56,CRC10_LN3_065
57,CRC10_LN3_066
58,CRC10_LN3_067
59,CRC10_LN3_070
60,CRC10_LN3_073
61,CRC10_LN3_080
62,CRC10_NC_201
63,CRC10_NC_202
64,CRC10_NC_203
65,CRC10_NC_204
66,CRC10_NC_205
67,CRC10_NC_206
68,CRC10_PT1_149
69,CRC10_PT1_150
70,CRC10_PT1_155
71,CRC10_PT1_156
72,CRC10_PT1_160
73,CRC10_PT1_175
74,CRC10_PT1_189
75,CRC10_PT1_191
76,CRC10_PT2_235
77,CRC10_PT3_106
78,CRC10_PT3_107
79,CRC10_PT3_108
80,CRC10_PT3_109
81,CRC10_PT3_110
82,CRC10_PT3_111
83,CRC10_PT3_112
84,CRC10_PT3_113
85,CRC10_PT3_115
86,CRC10_PT3_117
87,CRC10_PT3_118
88,CRC10_PT3_119
89,CRC10_PT3_120
90,CRC10_PT3_121
91,CRC10_PT3_122
92,CRC10_PT3_123
93,CRC10_PT3_124
94,CRC10_PT3_125
95,CRC10_PT3_126
96,CRC10_PT3_127
97,CRC10_PT3_128
98,CRC10_PT3_129
99,CRC10_PT3_130
100,CRC10_PT3_132
101,CRC10_PT3_133
102,CRC10_PT3_135
103,CRC10_PT3_136
104,CRC10_PT3_137
105,CRC10_PT3_138
106,CRC10_PT3_139
107,CRC10_PT3_140
108,CRC10_PT3_141
109,CRC10_PT3_142
110,CRC10_PT3_143
111,CRC10_PT3_144
112,CRC10_PT3_145
113,CRC10_PT3_146
114,CRC10_PT4_733
115,CRC10_PT4_734
116,CRC10_PT4_738
117,CRC10_PT4_739
118,CRC10_PT4_740
119,CRC10_PT4_743
120,CRC10_PT4_745
121,CRC10_PT4_746
122,CRC10_PT4_747
