,cell_ID
0,CRC10_LN1_021
1,CRC10_NC_205
2,CRC10_NC_206
3,CRC10_LN1_041
4,CRC10_PT3_124
5,CRC10_LN3_070
6,CRC10_PT4_739
7,CRC10_PT3_128
8,CRC10_LN3_050
9,CRC10_PT3_143
10,CRC10_LN1_035
11,CRC10_PT3_129
12,CRC10_LN3_061
13,CRC10_LN3_064
14,CRC10_PT4_743
15,CRC10_LN1_031
16,CRC10_PT3_146
17,CRC10_LN3_049
18,CRC10_PT3_119
19,CRC10_PT4_743
20,CRC10_LN3_061
21,CRC10_PT3_108
22,CRC10_PT4_733
23,CRC10_PT3_145
24,CRC10_PT3_133
25,CRC10_PT3_111
26,CRC10_LN3_064
27,CRC10_LN3_052
28,CRC10_LN1_037
29,CRC10_PT2_235
30,CRC10_PT3_129
31,CRC10_LN1_015
32,CRC10_PT4_746
33,CRC10_LN3_050
34,CRC10_PT4_739
35,CRC10_LN1_022
36,CRC10_PT3_125
37,CRC10_LN1_004
38,CRC10_PT4_743
39,CRC10_LN1_020
40,CRC10_PT1_155
41,CRC10_PT3_117
42,CRC10_LN3_061
43,CRC10_LN3_065
44,CRC10_LN1_016
45,CRC10_PT3_137
46,CRC10_PT1_160
47,CRC10_PT4_747
48,CRC10_LN3_053
49,CRC10_LN3_052
50,CRC10_LN1_031
51,CRC10_LN3_064
52,CRC10_PT3_129
53,CRC10_LN1_039
54,CRC10_PT3_136
55,CRC10_PT3_133
56,CRC10_PT3_121
57,CRC10_LN1_019
58,CRC10_PT4_739
59,CRC10_LN1_007
60,CRC10_LN1_047
61,CRC10_PT1_149
62,CRC10_LN1_017
63,CRC10_PT1_175
64,CRC10_LN1_024
65,CRC10_LN1_023
66,CRC10_PT4_738
67,CRC10_PT4_734
68,CRC10_PT4_738
69,CRC10_LN1_025
70,CRC10_PT4_734
71,CRC10_PT4_734
72,CRC10_LN1_013
73,CRC10_LN1_025
74,CRC10_LN1_013
75,CRC10_LN1_013
76,CRC10_PT4_738
77,CRC10_PT4_734
78,CRC10_PT4_738
79,CRC10_LN1_013
80,CRC10_PT4_734
81,CRC10_LN1_013
82,CRC10_PT4_738
83,CRC10_LN1_013
84,CRC10_PT4_738
85,CRC10_LN1_025
86,CRC10_LN1_025
87,CRC10_PT4_738
88,CRC10_LN1_013
89,CRC10_PT4_738
90,CRC10_LN1_013
91,CRC10_LN1_025
92,CRC10_PT4_738
93,CRC10_LN1_025
94,CRC10_PT4_738
95,CRC10_PT4_734
96,CRC10_LN1_013
97,CRC10_PT4_734
98,CRC10_LN1_025
99,CRC10_PT4_734
100,CRC10_PT4_734
101,CRC10_LN1_025
102,CRC10_LN1_025
103,CRC10_PT4_734
104,CRC10_LN1_025
105,CRC10_LN1_025
106,CRC10_PT4_734
107,CRC10_LN1_025
108,CRC10_PT4_734
109,CRC10_PT4_738
110,CRC10_LN1_013
111,CRC10_PT4_734
112,CRC10_LN1_025
113,CRC10_PT4_734
114,CRC10_LN1_013
115,CRC10_LN1_013
116,CRC10_LN1_013
117,CRC10_PT4_734
118,CRC10_LN1_013
119,CRC10_LN1_025
120,CRC10_PT4_738
121,CRC10_PT4_738
122,CRC10_PT4_738
