,cell_ID
0,CRC10_LN1_033
1,CRC10_NC_202
2,CRC10_NC_203
3,CRC10_LN3_066
4,CRC10_LN3_070
5,CRC10_NC_202
6,CRC10_LN1_033
7,CRC10_NC_206
8,CRC10_LN1_010
9,CRC10_PT3_124
10,CRC10_LN1_012
11,CRC10_NC_203
12,CRC10_LN1_043
13,CRC10_NC_204
14,CRC10_LN1_041
15,CRC10_LN1_033
16,CRC10_NC_202
17,CRC10_NC_201
18,CRC10_NC_205
19,CRC10_LN1_030
20,CRC10_LN3_070
21,CRC10_PT3_140
22,CRC10_LN1_010
23,CRC10_NC_204
24,CRC10_LN3_070
25,CRC10_LN3_070
26,CRC10_LN1_043
27,CRC10_LN1_012
28,CRC10_LN1_010
29,CRC10_PT3_140
30,CRC10_LN3_066
31,CRC10_NC_204
32,CRC10_PT1_156
33,CRC10_LN1_044
34,CRC10_PT3_142
35,CRC10_LN1_037
36,CRC10_PT3_145
37,CRC10_LN1_022
38,CRC10_PT4_740
39,CRC10_PT3_132
40,CRC10_LN3_050
41,CRC10_LN1_015
42,CRC10_PT3_146
43,CRC10_PT3_141
44,CRC10_LN1_026
45,CRC10_LN3_059
46,CRC10_PT3_115
47,CRC10_LN3_054
48,CRC10_LN3_052
49,CRC10_LN1_039
50,CRC10_LN3_062
51,CRC10_LN3_063
52,CRC10_LN1_048
53,CRC10_PT3_115
54,CRC10_PT3_137
55,CRC10_LN1_046
56,CRC10_LN1_037
57,CRC10_LN1_031
58,CRC10_PT3_130
59,CRC10_PT3_128
60,CRC10_LN3_056
61,CRC10_PT3_123
62,CRC10_LN1_015
63,CRC10_LN1_004
64,CRC10_PT3_127
65,CRC10_PT4_745
66,CRC10_LN1_035
67,CRC10_LN1_046
68,CRC10_PT3_111
69,CRC10_PT3_142
70,CRC10_LN3_064
71,CRC10_PT3_141
72,CRC10_LN1_019
73,CRC10_PT3_139
74,CRC10_LN3_055
75,CRC10_PT3_113
76,CRC10_PT3_123
77,CRC10_LN1_019
78,CRC10_PT3_137
79,CRC10_LN3_058
80,CRC10_PT3_107
81,CRC10_PT3_146
82,CRC10_LN3_060
83,CRC10_PT3_118
84,CRC10_PT4_743
85,CRC10_PT2_235
86,CRC10_PT4_746
87,CRC10_LN3_049
88,CRC10_PT3_132
89,CRC10_PT3_137
90,CRC10_LN3_059
91,CRC10_LN1_031
92,CRC10_LN3_060
93,CRC10_LN3_059
94,CRC10_LN3_056
95,CRC10_LN1_037
96,CRC10_PT3_136
97,CRC10_LN3_057
98,CRC10_LN3_061
99,CRC10_PT1_156
100,CRC10_PT3_123
101,CRC10_PT4_747
102,CRC10_PT1_160
103,CRC10_LN1_035
104,CRC10_LN3_067
105,CRC10_LN3_080
106,CRC10_LN1_025
107,CRC10_PT4_738
108,CRC10_LN1_013
109,CRC10_LN1_013
110,CRC10_PT4_738
111,CRC10_LN1_025
112,CRC10_PT4_738
113,CRC10_LN1_025
114,CRC10_PT4_738
115,CRC10_LN1_013
116,CRC10_LN1_013
117,CRC10_LN1_025
118,CRC10_LN1_013
119,CRC10_PT4_738
120,CRC10_LN1_025
121,CRC10_LN1_013
122,CRC10_PT4_734
