,cell_ID
0,CRC11_PT1_471
1,CRC11_PT4_730
2,CRC11_PT1_439
3,CRC11_PT3_783
4,CRC11_PT1_435
5,CRC11_PT3_788
6,CRC11_PT1_431
7,CRC11_PT3_792
8,CRC11_PT3_771
9,CRC11_PT1_443
10,CRC11_PT1_427
11,CRC11_PT3_789
12,CRC11_PT3_782
13,CRC11_PT4_732
14,CRC11_PT1_432
15,CRC11_PT1_456
16,CRC11_PT3_755
17,CRC11_PT1_450
18,CRC11_PT4_722
19,CRC11_PT1_446
20,CRC11_PT4_701
21,CRC11_PT1_438
22,CRC11_PT4_728
23,CRC11_PT1_459
24,CRC11_PT1_460
25,CRC11_PT1_441
26,CRC11_PT3_755
27,CRC11_PT3_776
28,CRC11_PT4_704
29,CRC11_PT4_704
30,CRC11_PT4_727
31,CRC11_PT4_737
32,CRC11_PT4_714
33,CRC11_PT4_717
34,CRC11_PT4_703
35,CRC11_PT1_440
36,CRC11_PT4_727
37,CRC11_PT1_435
38,CRC11_PT1_433
39,CRC11_PT3_770
40,CRC11_PT3_768
41,CRC11_PT1_452
42,CRC11_PT3_762
43,CRC11_PT1_427
44,CRC11_PT1_425
45,CRC11_PT3_767
46,CRC11_PT3_794
47,CRC11_PT1_434
48,CRC11_PT4_705
49,CRC11_PT1_440
50,CRC11_PT4_740
51,CRC11_PT3_751
52,CRC11_PT4_728
53,CRC11_PT3_783
54,CRC11_PT1_463
55,CRC11_PT3_782
56,CRC11_PT1_429
57,CRC11_PT3_780
58,CRC11_PT1_451
59,CRC11_PT3_754
60,CRC11_PT3_762
61,CRC11_PT1_429
62,CRC11_PT3_776
63,CRC11_PT1_455
64,CRC11_PT4_737
65,CRC11_PT1_540
66,CRC11_PT3_789
67,CRC11_PT1_457
68,CRC11_PT3_757
69,CRC11_PT3_793
70,CRC11_PT4_732
71,CRC11_PT4_740
72,CRC11_PT1_536
73,CRC11_PT3_795
74,CRC11_PT1_442
75,CRC11_PT3_771
76,CRC11_PT3_776
77,CRC11_PT1_456
78,CRC11_PT4_734
79,CRC11_PT4_719
80,CRC11_PT2_525
81,CRC11_NC_408
82,CRC11_NC_404
83,CRC11_NC_405
84,CRC11_NC_407
85,CRC11_NC_393
86,CRC11_NC_413
87,CRC11_LN1_362
88,CRC11_NC_414
89,CRC11_LN1_385
90,CRC11_NC_408
91,CRC11_NC_396
92,CRC11_NC_395
93,CRC11_NC_423
94,CRC11_NC_418
95,CRC11_PT2_525
96,CRC11_NC_416
97,CRC11_NC_418
98,CRC11_NC_407
99,CRC11_PT4_748
100,CRC11_PT1_464
101,CRC11_PT2_475
102,CRC11_NC_412
103,CRC11_NC_391
104,CRC11_NC_421
105,CRC11_NC_421
106,CRC11_PT4_723
107,CRC11_PT2_481
108,CRC11_PT2_486
109,CRC11_NC_420
110,CRC11_NC_409
111,CRC11_PT4_723
112,CRC11_NC_405
113,CRC11_NC_396
114,CRC11_NC_420
115,CRC11_LN1_385
116,CRC11_LN1_362
117,CRC11_NC_415
118,CRC11_NC_404
119,CRC11_NC_422
120,CRC11_NC_409
121,CRC11_PT4_748
122,CRC11_NC_404
123,CRC11_PT2_481
124,CRC11_NC_396
125,CRC11_NC_390
126,CRC11_NC_395
127,CRC11_NC_419
128,CRC11_NC_390
129,CRC11_NC_391
130,CRC11_NC_422
131,CRC11_NC_408
132,CRC11_PT1_445
133,CRC11_NC_414
134,CRC11_PT4_723
135,CRC11_NC_416
136,CRC11_NC_413
137,CRC11_LN1_362
138,CRC11_NC_391
139,CRC11_NC_423
140,CRC11_PT2_504
141,CRC11_NC_421
142,CRC11_NC_396
143,CRC11_PT1_445
144,CRC11_NC_423
145,CRC11_PT4_707
146,CRC11_NC_420
147,CRC11_NC_405
148,CRC11_NC_390
149,CRC11_PT3_781
150,CRC11_NC_421
151,CRC11_PT2_508
152,CRC11_PT1_449
153,CRC11_PT2_525
154,CRC11_NC_417
155,CRC11_PT2_528
156,CRC11_NC_404
157,CRC11_PT2_486
158,CRC11_PT2_504
159,CRC11_NC_406
160,CRC11_NC_421
161,CRC11_NC_413
162,CRC11_NC_421
163,CRC11_NC_423
164,CRC11_NC_396
165,CRC11_PT1_464
166,CRC11_NC_406
167,CRC11_PT2_486
168,CRC11_NC_422
169,CRC11_NC_421
170,CRC11_LN1_385
171,CRC11_NC_409
172,CRC11_NC_390
173,CRC11_LN1_362
174,CRC11_NC_409
175,CRC11_NC_395
176,CRC11_NC_419
177,CRC11_NC_395
178,CRC11_NC_389
179,CRC11_NC_408
180,CRC11_PT1_449
181,CRC11_NC_419
182,CRC11_NC_407
183,CRC11_NC_396
184,CRC11_NC_409
185,CRC11_NC_404
186,CRC11_NC_407
187,CRC11_NC_408
188,CRC11_NC_418
189,CRC11_PT2_481
190,CRC11_PT2_508
191,CRC11_PT3_781
192,CRC11_NC_396
193,CRC11_NC_391
194,CRC11_NC_416
195,CRC11_PT2_486
196,CRC11_NC_409
197,CRC11_NC_406
198,CRC11_NC_421
199,CRC11_NC_415
200,CRC11_NC_396
201,CRC11_NC_422
202,CRC11_NC_406
203,CRC11_PT1_464
204,CRC11_NC_418
205,CRC11_PT2_486
206,CRC11_NC_408
207,CRC11_LN1_385
208,CRC11_PT2_481
209,CRC11_PT4_723
210,CRC11_NC_422
211,CRC11_NC_416
212,CRC11_PT2_494
213,CRC11_NC_389
214,CRC11_PT1_464
215,CRC11_PT3_781
216,CRC11_PT2_504
217,CRC11_NC_406
218,CRC11_PT2_486
219,CRC11_PT4_723
220,CRC11_NC_416
221,CRC11_NC_420
222,CRC11_NC_395
223,CRC11_NC_389
224,CRC11_NC_396
225,CRC11_PT3_781
226,CRC11_NC_413
227,CRC11_NC_393
228,CRC11_NC_415
229,CRC11_PT4_748
230,CRC11_NC_418
231,CRC11_NC_420
232,CRC11_PT2_525
233,CRC11_NC_409
234,CRC11_PT2_494
235,CRC11_NC_418
236,CRC11_NC_406
237,CRC11_PT2_486
238,CRC11_NC_423
239,CRC11_NC_419
240,CRC11_PT3_781
241,CRC11_PT2_486
242,CRC11_NC_417
243,CRC11_NC_423
244,CRC11_NC_412
245,CRC11_NC_409
246,CRC11_NC_418
247,CRC11_NC_395
248,CRC11_NC_409
