,cell_ID
0,CRC11_PT4_728
1,CRC11_PT1_455
2,CRC11_PT1_429
3,CRC11_PT3_761
4,CRC11_PT3_783
5,CRC11_PT1_425
6,CRC11_PT1_451
7,CRC11_PT1_447
8,CRC11_PT3_786
9,CRC11_PT4_730
10,CRC11_PT1_536
11,CRC11_PT1_437
12,CRC11_PT1_451
13,CRC11_PT1_472
14,CRC11_PT4_717
15,CRC11_PT1_450
16,CRC11_PT1_541
17,CRC11_PT4_713
18,CRC11_PT1_533
19,CRC11_PT1_441
20,CRC11_PT1_457
21,CRC11_PT3_794
22,CRC11_PT4_708
23,CRC11_PT1_452
24,CRC11_PT3_774
25,CRC11_PT1_428
26,CRC11_PT3_770
27,CRC11_PT3_767
28,CRC11_PT1_427
29,CRC11_PT3_756
30,CRC11_PT4_708
31,CRC11_PT3_779
32,CRC11_PT4_726
33,CRC11_PT4_733
34,CRC11_PT4_718
35,CRC11_PT1_460
36,CRC11_PT4_728
37,CRC11_PT1_455
38,CRC11_PT3_769
39,CRC11_PT1_433
40,CRC11_PT1_540
41,CRC11_PT1_467
42,CRC11_PT3_792
43,CRC11_PT3_753
44,CRC11_PT1_471
45,CRC11_PT1_450
46,CRC11_PT4_714
47,CRC11_PT3_754
48,CRC11_PT1_451
49,CRC11_PT3_791
50,CRC11_PT4_741
51,CRC11_PT1_459
52,CRC11_PT3_759
53,CRC11_PT1_425
54,CRC11_PT3_771
55,CRC11_PT4_727
56,CRC11_PT1_446
57,CRC11_PT4_741
58,CRC11_PT3_770
59,CRC11_PT1_471
60,CRC11_PT3_761
61,CRC11_PT3_761
62,CRC11_PT3_782
63,CRC11_PT1_471
64,CRC11_PT3_749
65,CRC11_PT1_467
66,CRC11_PT4_737
67,CRC11_PT1_427
68,CRC11_PT4_702
69,CRC11_PT4_746
70,CRC11_PT3_786
71,CRC11_PT4_730
72,CRC11_PT4_721
73,CRC11_PT4_720
74,CRC11_PT4_711
75,CRC11_PT1_443
76,CRC11_PT3_793
77,CRC11_PT1_466
78,CRC11_PT1_443
79,CRC11_PT4_739
80,CRC11_PT1_446
81,CRC11_PT3_788
82,CRC11_PT3_760
83,CRC11_PT4_717
84,CRC11_PT4_716
85,CRC11_PT4_748
86,CRC11_NC_422
87,CRC11_NC_390
88,CRC11_NC_404
89,CRC11_LN1_362
90,CRC11_NC_419
91,CRC11_NC_417
92,CRC11_NC_406
93,CRC11_PT4_723
94,CRC11_NC_406
95,CRC11_NC_419
96,CRC11_PT2_528
97,CRC11_PT2_486
98,CRC11_NC_418
99,CRC11_PT2_475
100,CRC11_PT3_781
101,CRC11_NC_412
102,CRC11_PT1_445
103,CRC11_NC_415
104,CRC11_PT1_445
105,CRC11_NC_420
106,CRC11_NC_389
107,CRC11_NC_389
108,CRC11_LN1_385
109,CRC11_PT1_445
110,CRC11_NC_393
111,CRC11_PT4_707
112,CRC11_PT2_494
113,CRC11_PT2_475
114,CRC11_PT4_748
115,CRC11_NC_422
116,CRC11_NC_396
117,CRC11_PT2_494
118,CRC11_NC_413
119,CRC11_PT2_525
120,CRC11_NC_418
121,CRC11_PT2_481
122,CRC11_NC_419
123,CRC11_NC_412
124,CRC11_PT1_464
125,CRC11_LN1_362
126,CRC11_LN1_362
127,CRC11_PT4_723
128,CRC11_NC_416
129,CRC11_PT2_525
130,CRC11_NC_396
131,CRC11_PT2_525
132,CRC11_PT2_494
133,CRC11_LN1_385
134,CRC11_NC_419
135,CRC11_NC_406
136,CRC11_PT2_508
137,CRC11_PT2_506
138,CRC11_PT1_449
139,CRC11_NC_414
140,CRC11_NC_414
141,CRC11_PT2_486
142,CRC11_NC_414
143,CRC11_NC_416
144,CRC11_NC_407
145,CRC11_PT2_486
146,CRC11_PT2_485
147,CRC11_NC_409
148,CRC11_PT2_525
149,CRC11_PT2_481
150,CRC11_PT2_494
151,CRC11_NC_389
152,CRC11_PT1_464
153,CRC11_PT2_508
154,CRC11_PT1_445
155,CRC11_PT4_707
156,CRC11_NC_406
157,CRC11_PT2_508
158,CRC11_PT1_449
159,CRC11_NC_419
160,CRC11_PT4_707
161,CRC11_PT3_781
162,CRC11_PT2_475
163,CRC11_PT2_486
164,CRC11_NC_405
165,CRC11_PT2_494
166,CRC11_NC_422
167,CRC11_NC_407
168,CRC11_NC_418
169,CRC11_NC_406
170,CRC11_NC_414
171,CRC11_NC_408
172,CRC11_NC_391
173,CRC11_NC_417
174,CRC11_NC_414
175,CRC11_PT2_504
176,CRC11_PT3_781
177,CRC11_LN1_385
178,CRC11_PT2_506
179,CRC11_LN1_385
180,CRC11_NC_416
181,CRC11_NC_389
182,CRC11_NC_421
183,CRC11_PT2_506
184,CRC11_NC_418
185,CRC11_NC_415
186,CRC11_NC_420
187,CRC11_PT1_464
188,CRC11_NC_396
189,CRC11_PT2_494
190,CRC11_PT2_486
191,CRC11_PT1_464
192,CRC11_NC_414
193,CRC11_PT1_449
194,CRC11_NC_404
195,CRC11_NC_418
196,CRC11_NC_404
197,CRC11_NC_422
198,CRC11_NC_412
199,CRC11_NC_408
200,CRC11_NC_417
201,CRC11_PT2_508
202,CRC11_NC_405
203,CRC11_PT1_445
204,CRC11_NC_393
205,CRC11_NC_418
206,CRC11_PT2_485
207,CRC11_PT4_723
208,CRC11_PT4_748
209,CRC11_LN1_328
210,CRC11_LN1_304
211,CRC11_LN1_365
212,CRC11_LN1_381
213,CRC11_LN1_301
214,CRC11_LN1_325
215,CRC11_LN1_323
216,CRC11_LN1_383
217,CRC11_LN1_349
218,CRC11_LN1_313
219,CRC11_LN1_325
220,CRC11_LN1_345
221,CRC11_LN1_324
222,CRC11_LN1_352
223,CRC11_LN1_347
224,CRC11_LN1_317
225,CRC11_LN1_330
226,CRC11_PT2_488
227,CRC11_LN1_326
228,CRC11_LN1_375
229,CRC11_LN1_303
230,CRC11_LN1_372
231,CRC11_LN1_369
232,CRC11_LN1_302
233,CRC11_LN1_359
234,CRC11_LN1_378
235,CRC11_LN1_334
236,CRC11_LN1_328
237,CRC11_LN1_371
238,CRC11_LN1_309
239,CRC11_LN1_351
240,CRC11_LN1_339
241,CRC11_PT2_479
242,CRC11_LN1_356
243,CRC11_LN1_344
244,CRC11_LN1_324
245,CRC11_LN1_357
246,CRC11_LN1_325
247,CRC11_PT1_461
248,CRC11_LN1_333
