,cell_ID
0,CRC11_PT3_775
1,CRC11_PT4_701
2,CRC11_PT4_737
3,CRC11_PT4_727
4,CRC11_PT1_431
5,CRC11_PT4_708
6,CRC11_PT1_434
7,CRC11_PT3_796
8,CRC11_PT4_726
9,CRC11_PT3_770
10,CRC11_PT3_753
11,CRC11_PT4_732
12,CRC11_PT4_702
13,CRC11_PT3_767
14,CRC11_PT3_754
15,CRC11_PT4_740
16,CRC11_PT3_786
17,CRC11_PT1_458
18,CRC11_PT4_731
19,CRC11_PT1_440
20,CRC11_PT1_435
21,CRC11_PT3_768
22,CRC11_PT1_442
23,CRC11_PT4_713
24,CRC11_PT4_719
25,CRC11_PT3_765
26,CRC11_PT1_446
27,CRC11_PT1_441
28,CRC11_PT4_724
29,CRC11_PT4_713
30,CRC11_PT3_761
31,CRC11_PT1_435
32,CRC11_PT3_756
33,CRC11_PT3_776
34,CRC11_PT3_758
35,CRC11_PT3_758
36,CRC11_PT3_782
37,CRC11_PT3_765
38,CRC11_PT1_537
39,CRC11_PT4_727
40,CRC11_PT1_457
41,CRC11_PT3_774
42,CRC11_PT4_724
43,CRC11_PT1_435
44,CRC11_PT4_722
45,CRC11_PT4_733
46,CRC11_PT3_794
47,CRC11_PT4_730
48,CRC11_PT1_442
49,CRC11_PT4_712
50,CRC11_PT4_711
51,CRC11_PT4_730
52,CRC11_PT3_770
53,CRC11_PT4_703
54,CRC11_PT1_465
55,CRC11_PT1_450
56,CRC11_PT1_542
57,CRC11_PT1_451
58,CRC11_NC_390
59,CRC11_NC_418
60,CRC11_PT4_723
61,CRC11_NC_393
62,CRC11_PT1_445
63,CRC11_NC_404
64,CRC11_NC_417
65,CRC11_PT4_707
66,CRC11_NC_419
67,CRC11_NC_406
68,CRC11_PT1_449
69,CRC11_NC_409
70,CRC11_NC_405
71,CRC11_NC_413
72,CRC11_PT2_475
73,CRC11_PT2_504
74,CRC11_NC_416
75,CRC11_NC_412
76,CRC11_PT2_528
77,CRC11_PT2_475
78,CRC11_NC_405
79,CRC11_NC_391
80,CRC11_NC_396
81,CRC11_PT4_748
82,CRC11_PT4_723
83,CRC11_PT1_445
84,CRC11_NC_389
85,CRC11_PT2_528
86,CRC11_NC_405
87,CRC11_PT2_525
88,CRC11_NC_415
89,CRC11_NC_413
90,CRC11_PT1_464
91,CRC11_PT1_449
92,CRC11_NC_420
93,CRC11_PT2_485
94,CRC11_NC_418
95,CRC11_NC_419
96,CRC11_NC_404
97,CRC11_PT1_464
98,CRC11_PT1_464
99,CRC11_PT2_485
100,CRC11_NC_406
101,CRC11_LN1_362
102,CRC11_NC_396
103,CRC11_NC_389
104,CRC11_PT2_528
105,CRC11_NC_396
106,CRC11_PT2_485
107,CRC11_PT2_508
108,CRC11_NC_423
109,CRC11_PT2_528
110,CRC11_PT1_449
111,CRC11_NC_391
112,CRC11_PT2_525
113,CRC11_NC_389
114,CRC11_NC_416
115,CRC11_PT2_528
116,CRC11_NC_420
117,CRC11_PT3_781
118,CRC11_PT4_723
119,CRC11_NC_395
120,CRC11_PT2_485
121,CRC11_PT2_486
122,CRC11_NC_405
123,CRC11_PT2_504
124,CRC11_NC_396
125,CRC11_NC_405
126,CRC11_PT2_504
127,CRC11_PT2_528
128,CRC11_PT4_748
129,CRC11_NC_417
130,CRC11_NC_405
131,CRC11_NC_414
132,CRC11_NC_412
133,CRC11_PT4_723
134,CRC11_NC_418
135,CRC11_PT2_504
136,CRC11_NC_421
137,CRC11_PT2_504
138,CRC11_NC_422
139,CRC11_NC_395
140,CRC11_PT1_464
141,CRC11_NC_393
142,CRC11_NC_389
143,CRC11_NC_417
144,CRC11_PT2_506
145,CRC11_NC_407
146,CRC11_NC_407
147,CRC11_PT1_464
148,CRC11_NC_404
149,CRC11_NC_423
150,CRC11_NC_412
151,CRC11_PT3_781
152,CRC11_NC_413
153,CRC11_NC_417
154,CRC11_PT4_707
155,CRC11_NC_413
156,CRC11_PT1_464
157,CRC11_PT2_506
158,CRC11_PT2_486
159,CRC11_PT4_723
160,CRC11_NC_414
161,CRC11_NC_406
162,CRC11_PT2_494
163,CRC11_NC_389
164,CRC11_NC_395
165,CRC11_NC_396
166,CRC11_NC_417
167,CRC11_NC_404
168,CRC11_PT2_504
169,CRC11_PT4_723
170,CRC11_NC_420
171,CRC11_NC_408
172,CRC11_PT1_464
173,CRC11_NC_419
174,CRC11_PT2_506
175,CRC11_PT2_475
176,CRC11_PT2_475
177,CRC11_LN1_362
178,CRC11_NC_395
179,CRC11_PT3_781
180,CRC11_NC_422
181,CRC11_PT2_494
182,CRC11_PT2_486
183,CRC11_LN1_376
184,CRC11_PT4_710
185,CRC11_LN1_307
186,CRC11_LN1_310
187,CRC11_PT3_787
188,CRC11_LN1_372
189,CRC11_LN1_356
190,CRC11_PT4_715
191,CRC11_LN1_369
192,CRC11_LN1_357
193,CRC11_LN1_383
194,CRC11_LN1_332
195,CRC11_LN1_316
196,CRC11_LN1_311
197,CRC11_LN1_370
198,CRC11_LN1_318
199,CRC11_LN1_368
200,CRC11_LN1_321
201,CRC11_LN1_317
202,CRC11_LN1_365
203,CRC11_LN1_311
204,CRC11_LN1_359
205,CRC11_LN1_377
206,CRC11_LN1_361
207,CRC11_LN1_361
208,CRC11_LN1_380
209,CRC11_LN1_368
210,CRC11_LN1_350
211,CRC11_LN1_330
212,CRC11_LN1_375
213,CRC11_LN1_311
214,CRC11_PT2_488
215,CRC11_LN1_318
216,CRC11_LN1_372
217,CRC11_PT4_742
218,CRC11_LN1_336
219,CRC11_LN1_324
220,CRC11_LN1_353
221,CRC11_LN1_325
222,CRC11_LN1_381
223,CRC11_LN1_333
224,CRC11_LN1_355
225,CRC11_LN1_313
226,CRC11_LN1_373
227,CRC11_LN1_309
228,CRC11_LN1_353
229,CRC11_LN1_303
230,CRC11_LN1_345
231,CRC11_LN1_380
232,CRC11_LN1_343
233,CRC11_LN1_369
234,CRC11_LN1_377
235,CRC11_LN1_344
236,CRC11_LN1_375
237,CRC11_PT2_495
238,CRC11_LN1_345
239,CRC11_LN1_363
240,CRC11_PT4_742
241,CRC11_LN1_347
242,CRC11_LN1_354
243,CRC11_LN1_308
244,CRC11_LN1_338
245,CRC11_LN1_382
246,CRC11_LN1_309
247,CRC11_LN1_311
248,CRC11_LN1_350
