,cell_ID
0,CRC11_PT4_720
1,CRC11_PT3_791
2,CRC11_PT4_734
3,CRC11_PT3_768
4,CRC11_PT4_724
5,CRC11_PT4_747
6,CRC11_PT1_443
7,CRC11_PT3_785
8,CRC11_PT1_434
9,CRC11_PT4_721
10,CRC11_PT4_725
11,CRC11_PT3_769
12,CRC11_PT1_458
13,CRC11_PT4_735
14,CRC11_PT1_463
15,CRC11_PT3_793
16,CRC11_PT1_433
17,CRC11_PT3_789
18,CRC11_PT1_442
19,CRC11_PT4_737
20,CRC11_PT3_758
21,CRC11_PT4_725
22,CRC11_PT3_793
23,CRC11_PT1_458
24,CRC11_PT1_541
25,CRC11_PT3_790
26,CRC11_PT3_788
27,CRC11_PT3_773
28,CRC11_PT3_751
29,CRC11_PT1_463
30,CRC11_PT4_701
31,CRC11_PT2_506
32,CRC11_NC_412
33,CRC11_PT2_528
34,CRC11_NC_414
35,CRC11_NC_405
36,CRC11_NC_404
37,CRC11_PT2_508
38,CRC11_PT3_781
39,CRC11_PT1_449
40,CRC11_PT2_481
41,CRC11_NC_414
42,CRC11_NC_396
43,CRC11_NC_408
44,CRC11_NC_413
45,CRC11_PT3_781
46,CRC11_NC_414
47,CRC11_PT1_449
48,CRC11_NC_409
49,CRC11_NC_407
50,CRC11_LN1_385
51,CRC11_PT2_481
52,CRC11_NC_418
53,CRC11_NC_420
54,CRC11_NC_416
55,CRC11_NC_405
56,CRC11_PT4_748
57,CRC11_PT4_723
58,CRC11_PT4_723
59,CRC11_LN1_385
60,CRC11_NC_416
61,CRC11_PT3_781
62,CRC11_NC_414
63,CRC11_NC_412
64,CRC11_NC_393
65,CRC11_LN1_362
66,CRC11_NC_414
67,CRC11_NC_391
68,CRC11_PT2_508
69,CRC11_PT4_723
70,CRC11_PT1_449
71,CRC11_PT2_485
72,CRC11_NC_389
73,CRC11_NC_391
74,CRC11_PT2_528
75,CRC11_PT4_723
76,CRC11_NC_417
77,CRC11_NC_417
78,CRC11_NC_416
79,CRC11_NC_396
80,CRC11_PT2_508
81,CRC11_PT2_481
82,CRC11_NC_407
83,CRC11_NC_390
84,CRC11_LN1_385
85,CRC11_NC_390
86,CRC11_PT1_449
87,CRC11_NC_412
88,CRC11_PT1_449
89,CRC11_PT2_475
90,CRC11_PT2_494
91,CRC11_NC_423
92,CRC11_NC_419
93,CRC11_NC_396
94,CRC11_NC_414
95,CRC11_PT2_481
96,CRC11_NC_412
97,CRC11_PT1_445
98,CRC11_PT2_485
99,CRC11_NC_405
100,CRC11_PT2_528
101,CRC11_NC_414
102,CRC11_NC_393
103,CRC11_PT2_504
104,CRC11_NC_422
105,CRC11_NC_409
106,CRC11_PT4_707
107,CRC11_PT2_485
108,CRC11_PT2_486
109,CRC11_NC_408
