,cell_ID
0,CRC10_PT3_146
1,CRC10_PT3_126
2,CRC10_LN1_048
3,CRC10_PT3_141
4,CRC10_LN1_026
5,CRC10_PT3_127
6,CRC10_LN1_033
7,CRC10_LN3_066
8,CRC10_LN3_066
9,CRC10_LN1_012
10,CRC10_PT3_140
11,CRC10_PT3_124
12,CRC10_LN1_041
13,CRC10_LN3_070
14,CRC10_LN1_012
15,CRC10_LN1_012
16,CRC10_LN3_070
17,CRC10_LN1_014
18,CRC10_LN1_043
19,CRC10_LN3_070
20,CRC10_LN1_012
21,CRC10_LN1_014
22,CRC10_LN1_041
23,CRC10_LN3_066
24,CRC10_LN1_030
25,CRC10_PT3_140
26,CRC10_PT3_140
27,CRC10_PT3_140
28,CRC10_PT3_140
29,CRC10_LN1_014
30,CRC10_LN1_030
31,CRC10_LN3_070
32,CRC10_LN1_012
33,CRC10_LN1_043
34,CRC10_LN1_012
35,CRC10_LN1_012
36,CRC10_LN1_041
37,CRC10_LN1_041
38,CRC10_PT3_140
39,CRC10_LN1_033
40,CRC10_LN1_030
41,CRC10_LN1_041
42,CRC10_LN3_066
43,CRC10_PT3_140
44,CRC10_LN1_033
45,CRC10_LN1_033
46,CRC10_LN1_030
47,CRC10_LN1_014
48,CRC10_LN1_043
49,CRC10_LN3_070
50,CRC10_LN1_041
51,CRC10_LN1_033
52,CRC10_LN1_014
53,CRC10_LN3_070
54,CRC10_LN1_033
55,CRC10_LN1_014
56,CRC10_PT3_140
57,CRC10_LN1_043
58,CRC10_LN3_070
59,CRC10_LN1_007
60,CRC10_LN1_032
61,CRC10_LN1_042
62,CRC10_LN1_011
63,CRC10_LN1_047
64,CRC10_LN1_021
65,CRC10_LN1_018
66,CRC10_NC_204
67,CRC10_NC_206
68,CRC10_NC_201
69,CRC10_NC_202
70,CRC10_NC_201
71,CRC10_NC_205
72,CRC10_NC_204
73,CRC10_NC_201
74,CRC10_NC_201
75,CRC10_NC_205
76,CRC10_NC_202
77,CRC10_NC_206
78,CRC10_NC_201
79,CRC10_NC_204
80,CRC10_NC_205
81,CRC10_NC_206
82,CRC10_NC_204
83,CRC10_NC_202
84,CRC10_NC_205
85,CRC10_NC_206
86,CRC10_NC_203
87,CRC10_NC_202
88,CRC10_NC_202
89,CRC10_NC_203
90,CRC10_NC_202
91,CRC10_NC_202
92,CRC10_NC_202
93,CRC10_NC_203
94,CRC10_NC_201
95,CRC10_NC_206
96,CRC10_NC_203
97,CRC10_NC_201
98,CRC10_NC_201
99,CRC10_NC_205
100,CRC10_NC_205
101,CRC10_NC_202
102,CRC10_NC_204
103,CRC10_NC_204
104,CRC10_NC_203
105,CRC10_NC_205
106,CRC10_NC_202
107,CRC10_NC_204
108,CRC10_NC_204
109,CRC10_NC_203
110,CRC10_NC_202
111,CRC10_NC_206
112,CRC10_NC_205
113,CRC10_NC_205
114,CRC10_NC_206
115,CRC10_NC_204
116,CRC10_NC_204
117,CRC10_NC_204
118,CRC10_NC_205
119,CRC10_NC_202
120,CRC10_NC_204
121,CRC10_NC_204
122,CRC10_NC_204
