,cell_ID
0,CRC10_LN3_056
1,CRC10_LN1_016
2,CRC10_PT3_120
3,CRC10_PT3_139
4,CRC10_LN1_004
5,CRC10_LN3_053
6,CRC10_LN3_051
7,CRC10_PT3_142
8,CRC10_PT1_189
9,CRC10_LN1_035
10,CRC10_LN3_053
11,CRC10_PT1_155
12,CRC10_LN3_052
13,CRC10_PT3_106
14,CRC10_PT1_156
15,CRC10_LN1_044
16,CRC10_LN3_058
17,CRC10_PT4_738
18,CRC10_LN3_054
19,CRC10_PT3_132
20,CRC10_LN1_015
21,CRC10_PT3_128
22,CRC10_PT3_125
23,CRC10_LN1_013
24,CRC10_PT3_113
25,CRC10_PT3_136
26,CRC10_LN3_061
27,CRC10_LN3_056
28,CRC10_PT3_127
29,CRC10_LN1_025
30,CRC10_PT2_235
31,CRC10_LN3_065
32,CRC10_PT4_733
33,CRC10_PT3_124
34,CRC10_PT3_140
35,CRC10_LN1_033
36,CRC10_PT3_124
37,CRC10_PT3_124
38,CRC10_LN1_012
39,CRC10_LN1_043
40,CRC10_LN1_033
41,CRC10_PT3_140
42,CRC10_PT3_140
43,CRC10_LN1_043
44,CRC10_LN3_070
45,CRC10_LN3_066
46,CRC10_LN1_012
47,CRC10_LN1_041
48,CRC10_LN3_070
49,CRC10_PT3_124
50,CRC10_LN1_014
51,CRC10_LN3_066
52,CRC10_LN1_030
53,CRC10_LN1_030
54,CRC10_LN1_014
55,CRC10_LN1_033
56,CRC10_LN1_043
57,CRC10_PT3_124
58,CRC10_LN1_014
59,CRC10_PT3_124
60,CRC10_LN3_070
61,CRC10_PT3_124
62,CRC10_LN1_014
63,CRC10_LN1_012
64,CRC10_LN1_043
65,CRC10_LN1_041
66,CRC10_LN1_014
67,CRC10_LN1_043
68,CRC10_LN1_041
69,CRC10_LN3_070
70,CRC10_LN3_066
71,CRC10_LN1_012
72,CRC10_LN1_012
73,CRC10_PT3_140
74,CRC10_LN1_030
75,CRC10_LN1_041
76,CRC10_LN1_043
77,CRC10_PT3_124
78,CRC10_PT3_124
79,CRC10_LN3_070
80,CRC10_LN1_043
81,CRC10_LN1_014
82,CRC10_LN1_014
83,CRC10_LN1_023
84,CRC10_LN1_007
85,CRC10_LN1_018
86,CRC10_LN1_003
87,CRC10_LN1_023
88,CRC10_LN1_024
89,CRC10_LN1_021
90,CRC10_LN1_023
91,CRC10_NC_203
92,CRC10_NC_201
93,CRC10_NC_202
94,CRC10_NC_204
95,CRC10_NC_201
96,CRC10_NC_201
97,CRC10_NC_201
98,CRC10_NC_206
99,CRC10_NC_206
100,CRC10_NC_204
101,CRC10_NC_203
102,CRC10_NC_204
103,CRC10_NC_202
104,CRC10_NC_202
105,CRC10_NC_203
106,CRC10_NC_206
107,CRC10_NC_201
108,CRC10_NC_205
109,CRC10_NC_205
110,CRC10_NC_206
111,CRC10_NC_201
112,CRC10_NC_203
113,CRC10_NC_202
114,CRC10_NC_203
115,CRC10_NC_203
116,CRC10_NC_203
117,CRC10_NC_205
118,CRC10_NC_202
119,CRC10_NC_204
120,CRC10_NC_203
121,CRC10_NC_206
122,CRC10_NC_201
