,cell_ID
0,CRC10_LN1_035
1,CRC10_PT3_141
2,CRC10_PT4_743
3,CRC10_PT4_733
4,CRC10_PT4_734
5,CRC10_PT3_127
6,CRC10_LN3_057
7,CRC10_LN1_013
8,CRC10_PT3_143
9,CRC10_PT3_145
10,CRC10_PT3_121
11,CRC10_LN3_058
12,CRC10_LN3_065
13,CRC10_PT3_135
14,CRC10_LN3_065
15,CRC10_LN1_026
16,CRC10_LN1_015
17,CRC10_PT3_144
18,CRC10_PT4_743
19,CRC10_LN3_063
20,CRC10_PT3_132
21,CRC10_LN1_020
22,CRC10_LN3_058
23,CRC10_LN1_046
24,CRC10_PT4_746
25,CRC10_PT2_235
26,CRC10_PT3_136
27,CRC10_PT3_111
28,CRC10_LN1_019
29,CRC10_PT3_127
30,CRC10_PT4_734
31,CRC10_PT3_132
32,CRC10_PT3_132
33,CRC10_PT3_128
34,CRC10_LN3_051
35,CRC10_PT4_745
36,CRC10_LN3_060
37,CRC10_PT2_235
38,CRC10_PT3_121
39,CRC10_LN1_020
40,CRC10_PT3_112
41,CRC10_LN3_058
42,CRC10_PT3_146
43,CRC10_PT1_160
44,CRC10_PT3_136
45,CRC10_PT3_137
46,CRC10_PT3_128
47,CRC10_LN1_035
48,CRC10_PT3_133
49,CRC10_PT4_745
50,CRC10_LN1_037
51,CRC10_LN1_013
52,CRC10_PT4_739
53,CRC10_LN3_073
54,CRC10_LN3_054
55,CRC10_PT1_189
56,CRC10_LN3_056
57,CRC10_PT3_110
58,CRC10_PT1_191
59,CRC10_PT3_133
60,CRC10_LN1_025
61,CRC10_LN3_080
62,CRC10_PT3_143
63,CRC10_PT3_120
64,CRC10_LN3_065
65,CRC10_PT3_144
66,CRC10_PT3_140
67,CRC10_LN1_033
68,CRC10_LN1_041
69,CRC10_LN1_012
70,CRC10_PT3_140
71,CRC10_LN1_014
72,CRC10_PT3_140
73,CRC10_LN1_014
74,CRC10_LN1_041
75,CRC10_LN1_014
76,CRC10_PT3_124
77,CRC10_LN1_023
78,CRC10_LN1_021
79,CRC10_LN1_007
80,CRC10_LN1_023
81,CRC10_LN1_029
82,CRC10_LN1_042
83,CRC10_LN1_023
84,CRC10_LN1_047
85,CRC10_LN1_005
86,CRC10_LN1_024
87,CRC10_LN1_029
88,CRC10_LN1_042
89,CRC10_LN1_005
90,CRC10_LN1_028
91,CRC10_LN1_032
92,CRC10_LN1_008
93,CRC10_LN1_005
94,CRC10_LN1_018
95,CRC10_LN1_006
96,CRC10_LN1_028
97,CRC10_LN1_006
98,CRC10_LN1_010
99,CRC10_LN1_042
100,CRC10_PT1_175
101,CRC10_LN1_024
102,CRC10_LN1_010
103,CRC10_LN1_010
104,CRC10_PT1_149
105,CRC10_LN1_008
106,CRC10_LN1_010
107,CRC10_LN1_047
108,CRC10_LN1_006
109,CRC10_LN1_006
110,CRC10_LN1_024
111,CRC10_LN1_010
112,CRC10_PT1_175
113,CRC10_LN1_032
114,CRC10_LN1_018
115,CRC10_LN1_010
116,CRC10_LN1_011
117,CRC10_LN1_023
118,CRC10_LN1_023
119,CRC10_LN1_007
120,CRC10_LN1_024
121,CRC10_LN1_005
122,CRC10_NC_203
