,cell_ID
0,CRC10_LN3_061
1,CRC10_LN1_024
2,CRC10_PT3_125
3,CRC10_LN1_037
4,CRC10_LN3_064
5,CRC10_PT3_139
6,CRC10_PT3_130
7,CRC10_LN1_013
8,CRC10_LN3_054
9,CRC10_PT1_150
10,CRC10_PT3_130
11,CRC10_PT3_144
12,CRC10_LN3_080
13,CRC10_PT3_113
14,CRC10_LN3_051
15,CRC10_PT4_738
16,CRC10_LN1_032
17,CRC10_LN3_057
18,CRC10_LN3_060
19,CRC10_PT3_119
20,CRC10_LN1_007
21,CRC10_LN3_063
22,CRC10_PT1_156
23,CRC10_LN3_059
24,CRC10_LN3_053
25,CRC10_PT3_108
26,CRC10_PT3_119
27,CRC10_PT3_121
28,CRC10_PT4_733
29,CRC10_PT3_120
30,CRC10_LN3_073
31,CRC10_PT3_122
32,CRC10_PT3_142
33,CRC10_LN3_051
34,CRC10_PT3_118
35,CRC10_PT3_137
36,CRC10_PT1_160
37,CRC10_PT3_132
38,CRC10_PT1_155
39,CRC10_LN1_007
40,CRC10_PT4_738
41,CRC10_PT3_113
42,CRC10_PT3_136
43,CRC10_PT1_150
44,CRC10_LN3_060
45,CRC10_LN3_073
46,CRC10_LN1_015
47,CRC10_PT1_155
48,CRC10_LN1_024
49,CRC10_LN1_015
50,CRC10_LN1_026
51,CRC10_LN1_037
52,CRC10_PT3_127
53,CRC10_PT3_106
54,CRC10_PT4_738
55,CRC10_PT3_112
56,CRC10_PT3_142
57,CRC10_LN3_064
58,CRC10_LN3_052
59,CRC10_LN1_044
60,CRC10_LN1_015
61,CRC10_PT3_132
62,CRC10_LN1_017
63,CRC10_LN3_061
64,CRC10_LN3_054
65,CRC10_PT3_110
66,CRC10_LN1_016
67,CRC10_PT3_122
68,CRC10_PT3_145
69,CRC10_PT3_122
70,CRC10_LN1_029
71,CRC10_PT2_235
72,CRC10_PT3_139
73,CRC10_LN1_004
74,CRC10_PT3_120
75,CRC10_LN3_061
76,CRC10_PT3_138
77,CRC10_PT3_111
78,CRC10_PT3_122
79,CRC10_LN1_028
80,CRC10_PT3_143
81,CRC10_PT4_738
82,CRC10_PT3_146
83,CRC10_LN1_037
84,CRC10_LN3_064
85,CRC10_PT1_160
86,CRC10_PT3_128
87,CRC10_PT3_125
88,CRC10_PT4_738
89,CRC10_PT4_739
90,CRC10_LN1_025
91,CRC10_PT1_191
92,CRC10_LN1_035
93,CRC10_LN3_064
94,CRC10_PT4_746
95,CRC10_PT3_137
96,CRC10_LN3_061
97,CRC10_PT3_122
98,CRC10_PT3_128
99,CRC10_LN3_057
100,CRC10_PT3_109
101,CRC10_LN1_026
102,CRC10_LN1_024
103,CRC10_LN3_049
104,CRC10_PT3_133
105,CRC10_LN1_044
106,CRC10_LN3_060
107,CRC10_PT3_113
108,CRC10_LN1_032
109,CRC10_LN1_037
110,CRC10_PT3_109
111,CRC10_PT1_150
112,CRC10_LN1_046
113,CRC10_LN1_003
114,CRC10_PT3_112
115,CRC10_LN3_061
116,CRC10_PT3_108
117,CRC10_LN1_041
118,CRC10_NC_202
119,CRC10_LN3_070
120,CRC10_LN1_041
121,CRC10_PT3_126
122,CRC10_LN3_058
