,cell_ID
0,CRC10_LN1_017
1,CRC10_PT3_127
2,CRC10_PT3_143
3,CRC10_PT3_136
4,CRC10_PT3_137
5,CRC10_PT3_112
6,CRC10_LN1_042
7,CRC10_LN1_004
8,CRC10_PT3_130
9,CRC10_PT3_133
10,CRC10_PT3_106
11,CRC10_LN1_044
12,CRC10_LN3_053
13,CRC10_PT3_120
14,CRC10_LN3_053
15,CRC10_LN1_015
16,CRC10_LN1_005
17,CRC10_PT3_132
18,CRC10_PT3_143
19,CRC10_PT4_739
20,CRC10_LN3_051
21,CRC10_PT3_118
22,CRC10_LN1_008
23,CRC10_LN1_044
24,CRC10_LN1_024
25,CRC10_PT4_734
26,CRC10_PT3_145
27,CRC10_LN3_064
28,CRC10_PT3_121
29,CRC10_PT1_150
30,CRC10_LN1_007
31,CRC10_PT3_112
32,CRC10_PT3_137
33,CRC10_PT3_118
34,CRC10_PT3_118
35,CRC10_PT3_113
36,CRC10_LN1_029
37,CRC10_PT3_144
38,CRC10_LN1_047
39,CRC10_LN3_064
40,CRC10_PT3_106
41,CRC10_LN1_008
42,CRC10_PT1_155
43,CRC10_LN1_044
44,CRC10_PT3_135
45,CRC10_LN3_061
46,CRC10_PT3_121
47,CRC10_PT3_122
48,CRC10_PT4_738
49,CRC10_PT3_113
50,CRC10_LN1_017
51,CRC10_PT3_119
52,CRC10_PT3_144
53,CRC10_LN1_018
54,CRC10_LN1_004
55,CRC10_PT3_139
56,CRC10_LN3_055
57,CRC10_LN1_037
58,CRC10_LN3_062
59,CRC10_LN1_039
60,CRC10_PT1_149
61,CRC10_LN3_063
62,CRC10_PT3_119
63,CRC10_LN1_013
64,CRC10_LN3_056
65,CRC10_PT3_130
66,CRC10_PT2_235
67,CRC10_LN3_053
68,CRC10_PT3_132
69,CRC10_PT3_120
70,CRC10_LN3_053
71,CRC10_LN1_024
72,CRC10_PT3_121
73,CRC10_LN3_080
74,CRC10_LN1_035
75,CRC10_PT3_122
76,CRC10_LN1_004
77,CRC10_LN1_016
78,CRC10_PT1_149
79,CRC10_LN3_063
80,CRC10_LN3_061
81,CRC10_PT3_133
82,CRC10_PT3_127
83,CRC10_PT3_117
84,CRC10_PT3_113
85,CRC10_PT3_139
86,CRC10_PT3_118
87,CRC10_LN1_042
88,CRC10_LN1_035
89,CRC10_PT3_132
90,CRC10_PT3_120
91,CRC10_LN1_048
92,CRC10_LN1_023
93,CRC10_LN1_037
94,CRC10_LN1_006
95,CRC10_LN3_053
96,CRC10_LN3_056
97,CRC10_LN1_039
98,CRC10_PT3_110
99,CRC10_PT3_135
100,CRC10_PT3_128
101,CRC10_LN3_050
102,CRC10_LN1_043
103,CRC10_LN1_020
104,CRC10_PT3_107
105,CRC10_LN3_050
106,CRC10_LN3_070
107,CRC10_NC_202
108,CRC10_LN3_050
109,CRC10_NC_203
110,CRC10_PT3_141
111,CRC10_LN1_012
112,CRC10_LN3_058
113,CRC10_LN3_070
114,CRC10_PT3_141
115,CRC10_PT4_740
116,CRC10_NC_202
117,CRC10_LN1_012
118,CRC10_LN3_066
119,CRC10_NC_201
120,CRC10_LN1_021
121,CRC10_LN1_012
122,CRC10_LN1_041
