,cell_ID
0,CRC10_LN3_073
1,CRC10_PT1_191
2,CRC10_PT3_121
3,CRC10_LN1_004
4,CRC10_PT3_146
5,CRC10_PT3_125
6,CRC10_PT1_155
7,CRC10_LN1_016
8,CRC10_PT3_108
9,CRC10_PT4_747
10,CRC10_PT1_191
11,CRC10_PT1_191
12,CRC10_PT3_106
13,CRC10_LN3_056
14,CRC10_PT1_155
15,CRC10_LN3_065
16,CRC10_LN3_059
17,CRC10_PT1_160
18,CRC10_LN1_006
19,CRC10_LN1_003
20,CRC10_PT1_191
21,CRC10_LN1_035
22,CRC10_LN1_035
23,CRC10_PT3_127
24,CRC10_LN3_059
25,CRC10_PT2_235
26,CRC10_PT3_118
27,CRC10_LN3_073
28,CRC10_LN3_049
29,CRC10_LN1_015
30,CRC10_PT1_150
31,CRC10_PT3_118
32,CRC10_PT3_108
33,CRC10_PT3_146
34,CRC10_LN3_052
35,CRC10_LN3_061
36,CRC10_LN3_063
37,CRC10_LN3_067
38,CRC10_LN3_053
39,CRC10_LN3_052
40,CRC10_LN1_047
41,CRC10_LN1_006
42,CRC10_PT3_136
43,CRC10_PT3_106
44,CRC10_PT1_155
45,CRC10_LN1_026
46,CRC10_PT3_138
47,CRC10_PT4_734
48,CRC10_PT3_127
49,CRC10_PT3_109
50,CRC10_PT1_149
51,CRC10_PT3_132
52,CRC10_LN1_038
53,CRC10_PT4_747
54,CRC10_LN1_037
55,CRC10_PT3_119
56,CRC10_PT3_112
57,CRC10_PT3_112
58,CRC10_PT3_130
59,CRC10_LN1_038
60,CRC10_PT2_235
61,CRC10_PT3_122
62,CRC10_PT3_123
63,CRC10_PT3_127
64,CRC10_PT3_139
65,CRC10_PT1_191
66,CRC10_PT1_175
67,CRC10_PT3_144
68,CRC10_PT4_747
69,CRC10_PT3_136
70,CRC10_LN3_056
71,CRC10_PT4_739
72,CRC10_PT3_109
73,CRC10_PT1_156
74,CRC10_LN1_015
75,CRC10_LN3_057
76,CRC10_PT3_125
77,CRC10_PT3_109
78,CRC10_PT1_189
79,CRC10_LN3_049
80,CRC10_LN1_007
81,CRC10_PT1_189
82,CRC10_PT3_130
83,CRC10_LN1_015
84,CRC10_LN3_051
85,CRC10_LN3_061
86,CRC10_LN1_026
87,CRC10_PT3_135
88,CRC10_LN1_016
89,CRC10_PT1_175
90,CRC10_PT3_120
91,CRC10_PT4_740
92,CRC10_NC_201
93,CRC10_PT3_129
94,CRC10_LN1_030
95,CRC10_LN1_012
96,CRC10_LN1_041
97,CRC10_PT3_129
98,CRC10_LN1_041
99,CRC10_NC_205
100,CRC10_LN1_043
101,CRC10_PT4_740
102,CRC10_LN1_033
103,CRC10_LN3_070
104,CRC10_PT3_129
105,CRC10_PT3_129
106,CRC10_PT3_141
107,CRC10_LN1_041
108,CRC10_LN1_021
109,CRC10_NC_205
110,CRC10_LN3_066
111,CRC10_LN1_031
112,CRC10_LN3_050
113,CRC10_PT3_107
114,CRC10_LN1_020
115,CRC10_LN1_010
116,CRC10_PT3_129
117,CRC10_PT3_124
118,CRC10_PT3_124
119,CRC10_LN1_043
120,CRC10_LN1_031
121,CRC10_LN1_031
122,CRC10_PT3_140
