,cell_ID
0,CRC10_LN3_057
1,CRC10_LN1_019
2,CRC10_PT3_125
3,CRC10_LN1_016
4,CRC10_PT3_130
5,CRC10_LN1_008
6,CRC10_PT3_136
7,CRC10_PT3_115
8,CRC10_LN1_025
9,CRC10_LN1_004
10,CRC10_PT3_132
11,CRC10_PT3_123
12,CRC10_LN1_011
13,CRC10_LN1_042
14,CRC10_PT1_155
15,CRC10_LN1_032
16,CRC10_LN1_028
17,CRC10_PT3_143
18,CRC10_LN1_018
19,CRC10_LN1_047
20,CRC10_LN1_048
21,CRC10_LN1_023
22,CRC10_PT1_155
23,CRC10_PT3_120
24,CRC10_PT3_146
25,CRC10_PT3_146
26,CRC10_PT4_747
27,CRC10_PT3_145
28,CRC10_LN1_022
29,CRC10_LN1_016
30,CRC10_LN1_013
31,CRC10_PT3_113
32,CRC10_PT3_111
33,CRC10_LN1_037
34,CRC10_LN1_030
35,CRC10_LN3_058
36,CRC10_LN3_066
37,CRC10_LN1_041
38,CRC10_LN1_043
39,CRC10_LN3_058
40,CRC10_LN1_030
41,CRC10_NC_202
42,CRC10_LN1_010
43,CRC10_NC_203
44,CRC10_LN1_012
45,CRC10_LN3_066
46,CRC10_LN1_033
47,CRC10_LN3_070
48,CRC10_LN1_031
49,CRC10_PT3_141
50,CRC10_NC_205
51,CRC10_PT3_107
52,CRC10_LN1_030
53,CRC10_NC_205
54,CRC10_PT3_107
55,CRC10_LN3_058
56,CRC10_LN3_050
57,CRC10_NC_201
58,CRC10_NC_205
59,CRC10_LN1_021
60,CRC10_PT3_129
61,CRC10_PT3_129
62,CRC10_LN1_043
63,CRC10_NC_204
64,CRC10_PT3_129
65,CRC10_LN1_010
66,CRC10_PT3_126
67,CRC10_LN3_070
68,CRC10_LN1_043
69,CRC10_LN1_043
70,CRC10_LN1_033
71,CRC10_PT3_126
72,CRC10_PT3_141
73,CRC10_LN1_012
74,CRC10_LN1_010
75,CRC10_NC_204
76,CRC10_LN1_041
77,CRC10_PT3_140
78,CRC10_LN3_070
79,CRC10_NC_206
80,CRC10_NC_202
81,CRC10_LN3_050
82,CRC10_PT3_141
83,CRC10_LN1_041
84,CRC10_LN1_033
85,CRC10_LN1_020
86,CRC10_LN1_031
87,CRC10_PT3_124
88,CRC10_NC_204
89,CRC10_PT3_141
90,CRC10_LN1_020
91,CRC10_LN1_021
92,CRC10_PT3_140
93,CRC10_NC_204
94,CRC10_LN3_058
95,CRC10_LN3_066
96,CRC10_PT4_740
97,CRC10_PT3_107
98,CRC10_NC_203
99,CRC10_LN3_070
100,CRC10_NC_206
101,CRC10_LN1_043
102,CRC10_NC_205
103,CRC10_NC_202
104,CRC10_LN1_010
105,CRC10_LN1_021
106,CRC10_PT3_141
107,CRC10_NC_202
108,CRC10_LN1_014
109,CRC10_PT3_129
110,CRC10_LN1_033
111,CRC10_PT4_740
112,CRC10_PT3_141
113,CRC10_LN1_041
114,CRC10_PT3_126
115,CRC10_LN1_043
116,CRC10_LN1_020
117,CRC10_LN1_033
118,CRC10_PT3_129
119,CRC10_LN1_021
120,CRC10_PT4_743
121,CRC10_LN1_030
122,CRC10_PT3_141
