,CRC09_NC_201,CRC09_NC_205,CRC09_PT1_241,CRC09_PT1_243,CRC09_PT1_244,CRC09_PT1_245,CRC09_PT2_293,CRC09_PT3_459,CRC09_PT3_460,CRC09_PT3_461,CRC09_PT3_462,CRC09_PT3_463,CRC09_PT3_464,CRC09_PT3_606,CRC09_PT3_609,CRC09_PT3_610,CRC09_PT3_611,CRC09_PT4_509,CRC09_PT4_510,CRC09_PT4_511,CRC09_PT4_512,CRC09_PT4_513,CRC09_PT4_514,CRC09_PT5_560,CRC09_PT5_562
ENSG00000185246,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000178537,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000188175,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000174607,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000197162,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000129911,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000159720,2,2,2,3,3,3,3,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000088386,2,2,5,4,5,4,4,5,3,4,5,5,4,4,5,4,5,4,5,5,4,4,4,5,5
ENSG00000144713,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000159692,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000167536,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000166750,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000104267,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
ENSG00000064270,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000261236,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
ENSG00000106004,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000218305,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000104142,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000113068,2,2,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000174695,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000278175,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000174177,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000064490,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
ENSG00000114391,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
ENSG00000189366,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000106392,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000135423,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000092098,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000075399,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000260852,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000100027,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000126814,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000112305,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000179604,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000060491,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000178694,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
ENSG00000101138,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000183726,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000130522,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
ENSG00000160087,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000072849,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000184635,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2
ENSG00000107018,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000151882,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,4,4
ENSG00000174808,2,2,2,2,2,2,1,1,2,1,2,3,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000124688,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000105556,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000164649,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000123384,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000184117,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000105672,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000151503,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
ENSG00000178999,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000132182,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000161013,2,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000043143,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000204472,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000106299,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000163132,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000197461,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3
ENSG00000015676,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000078804,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000168028,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000170786,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
ENSG00000233429,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000008838,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000196405,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000103091,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000242485,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000140632,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000198752,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000149328,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
ENSG00000178776,2,2,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000172936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000181392,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000139835,2,2,5,4,5,4,3,5,3,4,5,4,4,4,5,4,5,4,5,5,4,4,4,5,5
ENSG00000176055,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000075790,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000156006,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
ENSG00000273841,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000100441,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000169951,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000161249,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000134897,2,2,5,4,5,4,4,5,3,4,5,5,4,4,5,4,5,4,5,5,4,4,4,5,5
ENSG00000110492,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000099617,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000214174,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000178229,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000188342,2,2,4,4,5,4,4,5,3,4,5,5,4,4,4,4,5,4,5,5,4,5,5,5,5
ENSG00000099901,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000157933,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000108588,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000144802,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
ENSG00000166946,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000174780,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000053770,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000140682,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000105953,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000066926,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000117419,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000169403,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000109458,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000170185,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000126067,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000125731,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000103202,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000169299,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000109618,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000120686,2,2,4,4,5,4,4,5,3,4,5,4,4,4,4,4,5,4,5,5,4,5,5,5,5
ENSG00000100092,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000196152,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000104889,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000040199,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000132824,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000109814,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000113716,2,2,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000141458,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000262587,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000087245,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000120063,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000163935,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000123213,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000102743,2,2,4,4,5,4,4,5,3,4,5,5,4,4,4,4,5,4,5,5,4,5,5,5,5
ENSG00000154814,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000155666,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000011028,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000005187,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000100644,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000204356,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000109016,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000139624,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000229980,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000171970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000196453,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000106003,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000133114,2,2,4,4,5,4,4,5,3,4,5,5,4,4,4,4,5,4,5,5,4,5,5,5,5
ENSG00000196378,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
ENSG00000112079,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000164867,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000040531,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000197971,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000087237,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000101132,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000124767,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000173041,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000175854,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000062582,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000130517,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
ENSG00000083520,2,2,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
ENSG00000126581,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000122696,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000136827,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000137413,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000267855,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000141552,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000105856,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000110536,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000073605,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000167553,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000146233,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000006210,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000151876,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,4,4
ENSG00000206069,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000124275,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2
ENSG00000105355,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000127481,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000083845,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000140157,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000006555,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000112769,2,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2
ENSG00000035862,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000100258,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000123472,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000144749,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
ENSG00000122133,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000164008,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000256043,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000109572,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000103356,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000085514,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000141425,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000101076,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ENSG00000170425,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000134222,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000186184,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5
ENSG00000079950,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2
ENSG00000140022,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000109255,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000005001,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000114738,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000117632,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000170234,2,2,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000090674,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000165795,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000106404,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000044090,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000185133,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000070614,2,2,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3
ENSG00000206562,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000091073,2,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000100227,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000104067,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000073536,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000137075,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000137343,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000155545,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000113966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
ENSG00000165271,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000116138,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000250571,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
ENSG00000006047,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000173875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000100147,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000178988,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000105643,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2
ENSG00000196911,2,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2
ENSG00000229833,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000134871,2,2,5,4,5,4,4,5,3,4,5,4,4,4,5,4,5,4,5,5,4,4,4,5,5
ENSG00000261373,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
ENSG00000136059,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
ENSG00000184708,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000109113,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000106263,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3
ENSG00000121897,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000112078,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ENSG00000167851,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
ENSG00000198856,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2
ENSG00000153989,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2
ENSG00000197933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
ENSG00000108961,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000072110,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146576,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3
