"","CRC11_PT4_712","CRC11_PT4_736","CRC11_PT1_457","CRC11_LN1_320","CRC11_PT1_435","CRC11_PT4_714","CRC11_PT4_741","CRC11_LN1_388","CRC11_PT1_453","CRC11_LN1_321","CRC11_PT4_747","CRC11_PT1_467","CRC11_PT1_447","CRC11_LN1_363","CRC11_PT3_794","CRC11_LN1_301","CRC11_PT4_701","CRC11_PT1_449","CRC11_PT1_438","CRC11_PT1_452","CRC11_LN1_342","CRC11_LN1_344","CRC11_LN1_323","CRC11_LN1_375","CRC11_PT4_724","CRC11_PT2_525","CRC11_LN1_337","CRC11_LN1_350","CRC11_PT3_795","CRC11_PT3_770","CRC11_PT1_461","CRC11_PT3_757","CRC11_LN1_387","CRC11_PT1_459","CRC11_PT4_744","CRC11_LN1_347","CRC11_PT1_536","CRC11_PT3_776","CRC11_PT4_716","CRC11_PT4_746","CRC11_PT4_748","CRC11_PT1_441","CRC11_PT3_789","CRC11_PT4_721","CRC11_PT1_454","CRC11_PT4_720","CRC11_PT3_781","CRC11_LN1_302","CRC11_PT1_468","CRC11_LN1_326","CRC11_PT3_762","CRC11_PT1_428","CRC11_LN1_303","CRC11_PT1_455","CRC11_PT3_779","CRC11_PT4_742","CRC11_PT4_740","CRC11_LN1_327","CRC11_PT1_429","CRC11_PT3_755","CRC11_LN1_378","CRC11_PT4_731","CRC11_PT1_430","CRC11_LN1_360","CRC11_PT4_715","CRC11_PT3_769","CRC11_PT3_772","CRC11_PT3_749","CRC11_PT1_427","CRC11_PT2_485","CRC11_PT4_703","CRC11_PT4_727","CRC11_LN1_362","CRC11_PT3_796","CRC11_PT1_444","CRC11_PT1_542","CRC11_PT1_445","CRC11_LN1_324","CRC11_PT3_778","CRC11_LN1_348","CRC11_PT3_774","CRC11_PT1_537","CRC11_PT3_785","CRC11_LN1_308","CRC11_PT3_786","CRC11_PT1_464","CRC11_PT1_465","CRC11_LN1_351","CRC11_LN1_339","CRC11_PT3_756","CRC11_PT1_535","CRC11_LN1_383","CRC11_PT1_426","CRC11_PT4_739","CRC11_PT3_766","CRC11_PT1_437","CRC11_LN1_319","CRC11_LN1_359","CRC11_PT1_469","CRC11_LN1_304","CRC11_PT3_759","CRC11_PT4_725","CRC11_PT4_713","CRC11_LN1_343","CRC11_PT1_540","CRC11_PT3_787","CRC11_PT1_470","CRC11_PT3_791","CRC11_LN1_346","CRC11_PT2_508","CRC11_PT1_456","CRC11_PT4_710","CRC11_PT4_708","CRC11_PT4_730","CRC11_PT4_718","CRC11_PT3_758","CRC11_PT3_788","CRC11_PT1_533","CRC11_LN1_325","CRC11_LN1_314","CRC11_PT1_434","CRC11_PT4_726","CRC11_PT4_735","CRC11_PT1_431","CRC11_LN1_310","CRC11_PT1_442","CRC11_LN1_336","CRC11_LN1_340","CRC11_LN1_332","CRC11_LN1_370","CRC11_PT1_446","CRC11_LN1_361","CRC11_LN1_315","CRC11_LN1_386","CRC11_PT1_466","CRC11_LN1_333","CRC11_LN1_329","CRC11_PT1_450","CRC11_LN1_358","CRC11_PT4_733","CRC11_PT1_433","CRC11_PT4_737","CRC11_PT1_425","CRC11_LN1_318","CRC11_LN1_384","CRC11_LN1_385","CRC11_LN1_334","CRC11_LN1_381","CRC11_PT1_534","CRC11_PT3_752","CRC11_PT4_702","CRC11_PT3_790","CRC11_PT1_440","CRC11_LN1_364","CRC11_PT4_707","CRC11_PT1_463","CRC11_PT4_717","CRC11_LN1_369","CRC11_PT4_709","CRC11_LN1_330","CRC11_LN1_373","CRC11_PT4_723","CRC11_PT4_745","CRC11_PT2_504","CRC11_LN1_338","CRC11_PT3_764","CRC11_PT4_711","CRC11_PT1_443","CRC11_LN1_345","CRC11_PT1_448","CRC11_LN1_357","CRC11_PT3_760","CRC11_LN1_355","CRC11_PT4_722","CRC11_PT3_792","CRC11_LN1_372","CRC11_PT4_706","CRC11_PT2_496","CRC11_LN1_366","CRC11_LN1_377","CRC11_LN1_313","CRC11_PT1_458","CRC11_PT1_439","CRC11_PT3_773","CRC11_PT2_486","CRC11_LN1_316","CRC11_PT1_436","CRC11_PT1_451","CRC11_PT1_472","CRC11_LN1_335","CRC11_PT3_763","CRC11_PT4_704"
"ENSG00000118971",1.7778990543287,2.25418238767811,0.158312875515652,0.814302512324672,0.657465141272424,3.16425870053836,1.90655186194828,0.52777446128021,1.24379757112526,2.20104107120696,3.45072972522494,2.09344416019989,1.50457201467308,0.790850782754063,2.647676905721,1.24966415591212,2.45233429305256,0.173761503619588,0.532584486663199,0.97631531201141,2.12623221641572,1.33118821007547,0.721355556507284,1.32320975561411,2.37763184091685,0.702991676282192,0.794495687984763,1.93099718638388,0.374912839228187,0.419458695312812,1.11233110491936,0,0.567466052480053,0.790164927973895,3.81974213362648,0.94130201120517,0.584038398154772,1.73411179888825,2.03880308283395,2.7962551623416,4.40771809104581,1.97988160740561,0.97440855494498,1.27328879562177,1.64853594756744,0.800266712451757,0.70785288811975,3.06509887209091,1.0613181787645,2.7001740455834,2.99282132866898,1.31856049119075,0,0.25590067403747,1.62132922220117,1.56729385431366,3.59999200905442,0.842722401459131,1.12102687109248,1.01369061991685,1.50092411494705,0.883265324553263,1.87420775380392,0,1.02715361789241,1.9938432433951,0.802366592910866,0,2.03705872460527,1.9719390176082,2.3970317616312,0.875514239867922,1.53417808549684,1.7375576246419,1.58527430238256,0.627594641931926,0.551476968258242,1.98524091299588,2.80383730468134,0.550740093967711,0,0.324666629837273,1.81854301361256,1.59933720303061,0.8011203471884,0.790728947979417,0.275698798582433,0,0.854415902624562,0,0,0.45078060470882,0,1.94312035806112,2.78646567232821,0.739331753961392,2.45772412164386,1.81396187804141,1.99209585175454,0.41802363952164,1.12391979916301,2.58926333391498,3.30219563220651,2.42243280929074,1.16726358969178,0.186570826787103,1.75252665861766,1.81870896908856,0,0.860782605067218,1.67899791402521,2.52387918976168,1.16264638246348,1.50142637131579,2.09743357117007,2.62206127561452,0.666608120173416,1.42372836142533,1.65197231509137,0.193307232006467,0,1.02410460803385,2.88814370065486,0,1.94658555668085,0.79528770111696,1.5959975618543,0.457538048169711,0.284165183721805,0.216316348049186,0,1.1964363334694,2.82078529602791,1.95710099435661,1.55610760801781,2.63090976330796,1.65423587726734,2.01900861968201,1.21601056911863,1.72427983649886,0,2.74103140784056,0.140757897199749,1.26144934167395,1.35278904516478,0.162180109492132,2.50137119671079,1.14717414751135,1.04652324852326,2.2830569251295,3.41540041638755,2.34678449889026,2.66752645551007,0.825299454468399,1.40290037268427,0.122853260960787,0.244164580075792,0.573696468134817,0,1.25770104275927,0.697898840354948,2.01563894214839,0.265325884848292,0,0.248473793684636,2.3341017070731,3.16740813835299,0.161330874165143,0.278414782893936,1.37580462447257,2.16332513863839,2.45276081029849,2.12407141236276,0.366309883851601,0.973164054836364,0.618661886554534,1.40804091356818,0.449344975603998,0,1.42533717885591,1.45415985197494,1.1605283000377,2.53788506241705,1.60764425873326,0.589900360119512,3.38573265930081,0,2.71265210248572,0.564848806679735,0.656443972275175,1.71495785639788,2.77332627328036
"ENSG00000091138",4.24166955291881,0.119498602536904,0,0,0,3.01053856664635,0,0.409881166134654,0,1.06916828109326,0,0.916250889976175,0,0,0,0.687475825455118,0,1.42430178356135,0.0458225177880945,1.33839431618503,2.95142457275449,0.113387901980206,3.09968099691067,2.1634887925025,0,0,0.13721054900991,0,0,0,0.100932602218758,0,0.931902118332226,0.0771931042033011,0.184563171456286,0.133835357821506,1.01486125390437,0,4.46482154257692,2.00834968995747,2.29636384198952,0,0,0.514090019332319,0,0,0,0.143401910723349,0,2.6724025186199,0,0,1.54371305462513,0,1.69850914470616,0.184128155080271,0.428275192438129,2.36289259274734,0.231093882519643,0,1.47141881321728,0,0,0,0,0,0,0,0,0,2.30007416103897,1.03678722803518,0.446209371712517,0,0,0.202266528843893,0,0.162481879141337,0,3.7198833957016,0,0.0236902401608756,0,1.91088494785349,0,0,1.81449944465428,0,0.158556690778152,0,0,0,1.13856734091528,2.22880520977473,0,0,0.14418899064215,0.0892539322382531,0.0805953081161336,0,0.404743543849419,2.96938488151397,0.193553275457898,0.102796738293941,0,0,0.299336147857652,0,0,0.297907108647751,0,0.165739408950384,1.87118130710629,0.251465630785819,0.522049323169361,0.242358003174075,0,0,0.165704908761578,0.143249637510261,0,1.13710406988492,0.892675461870021,0,0.109881354851237,0.0999819743503751,3.89876074105369,0,1.95894013122143,1.27744083162702,2.35621010268174,0,0.0577502987345298,0,0,0,0.151869865342214,0,0,0.111961623686758,0,0,0,0,0,0,0.307588055433833,0,0,1.93942205542573,0.162487523816532,0,4.28006625512273,0.192106519618802,0,0,2.71345083399917,0,0,1.97792052150832,0.0680623444389293,0,0,0.929381265805415,0.0681415280535347,0,1.46545599879386,0,0,0.275323367253744,0,0.596174204375261,0,0.14093352027242,0,0.998012459049085,1.43880038697982,0.76367448061957,0,0.837098977304267,0.0883947838346437,1.43036619507389,0,0,0,0.251067054250112,0,0,1.45623725378445,0.196320929214134,0,0.295960027500923
"ENSG00000077984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764895801317813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58845221690813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68107200684063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71252618793307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186480",1.82865214828816,0.829597200011375,0.158312875515652,1.37776782710181,0,0,1.35037964057199,1.06365834940882,1.04992927475656,2.06970789235502,0.438103032152721,0.23863364012928,0.211751027836988,0.538714158129862,0.430447520918796,0.0674622175282166,0,0.222403642153065,0.0458225177880945,0.12222536209539,0.0903024161175129,0.990631742760696,2.35500823072812,1.75718661884658,0,0.702991676282192,1.83381902400215,0,0.860606254935046,0,0.354037302737243,0,1.13626651407084,1.78575420140224,0,0.194585114927588,1.20755859689528,0,3.1896145175416,2.29577885155926,1.15724332199472,0.222883855157252,0,0.198995112063816,0.434194480071227,0,0.0678473777069636,0.732057816163067,0.55487055637417,2.26728517553373,0,0.906708506324874,1.30555344957074,0,0,0.69855721341046,0,2.25844174009504,2.07891125375387,0,1.11940911834523,0.829381925782974,0,0.81791352485671,0,0.669221908054368,0,1.95009736789868,1.22284940479569,0,1.665195415051,0,0.306723404168122,1.31926817090263,0.28165565429869,0.507253701722874,0.31328215206412,0,0,0.255790894793267,2.14266732227044,0.423572067521094,1.717781870574,0.4719427724381,0.832130199250994,0,0,0,0.158556690778152,0,1.34029336854212,0,0.980826255419692,0,0,1.33565656020607,1.74686468093732,0.180975903872451,0,0.9692024470924,0.307253129919365,0,0.193553275457898,1.8220856308576,1.2105145868879,0.48656874073961,0.663821400289031,1.57168820851936,1.61704381720288,0,0.970598387676359,0.590663565851679,1.31960506921306,2.41295525450196,0.95231542876633,0,0,0.913616954115343,2.83626867644409,0.101317322187914,0,0,0.256979792782912,1.78071737132775,2.38194334359644,0.474704495841047,2.96194431506323,0.105348788569394,2.37854063065635,0.687621831576596,0,0.568472954192316,0.0577502987345298,0,0.546363492548824,3.39209512137591,0.151869865342214,0.609965230291609,1.48519233410037,0.387898208536228,0.568783632295098,0,0,1.946097848694,0.844383077368107,0.954120683032301,0,1.16906681584939,1.32901948673649,0,0.248650525317555,0.231054145186756,2.14475119236717,0,1.50595068029311,0,0,0.271734898000905,0,2.19383483135528,1.07734818554776,0,0,0,0.567545444433215,0,0,1.09332120498761,1.85564795533692,0.864356399224979,0,0,0,0.14093352027242,0.170163845134575,1.94359701357202,1.05800709709965,0,0,0.627597261513335,1.76678580469278,0.373366729597267,0,0,0,2.06649263919532,2.29511742345777,0,0.321787000898525,1.17602991253059,0,0
"ENSG00000091136",0,0,0.719643412643826,0,0,0,0,0.0232912333754642,0.484318395589392,0.270679829826734,0,0,0,0,1.30237828649059,0,0,0,0.0458225177880945,0,0,0.0583001928410803,0,0,0,0,0.0242160173252371,0,0.200162050825785,0,0,0,0.172279929041636,0,0.184563171456286,0,0,0,0,0,0,1.97988160740561,0,0,0,0,0.141590048830262,0,0,0,0,0,0,0.767713106494663,0,0.444006263034145,0,0,0.418680760422648,0.458294764950274,0,0,0,0,0,0,0,0,0,2.5929526630401,0,0,0.252447583718846,0,0,0.31170956712617,0.31328215206412,0,0,0,0,0.0468322163015592,0.402930476397954,0,0,0,0,0,0.158556690778152,0,0,0,0,0,0,0,2.07688923917654,0,0,0.0864100715349642,0,0,0,0.102796738293941,0,0,0,0,0,0,0,0,0,0,0.109914601597375,0.594057956268987,0,0,0,0,0,0.0689513092480479,0,0,0.765394262521935,0.0999819743503751,1.67623909578525,0.105348788569394,0,0,0,0,0.0577502987345298,0,0.0788816915977637,0,0,0.165581156947559,1.06435252138154,0,0.453993728278872,0,0,0,0.279654232920829,0,0,0,0,0,0,1.74500913059415,0,1.1409571387752,0.838441526943986,0,0,0,0,0,0,0,0,1.21883529323012,0,0,0,0.308821300556709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981155262740422,0,0,0,0,0.132826655156678,0,0,0.0470780934893253,0,0
"ENSG00000106211",0.93231913470293,0.226229455762649,4.25814886122675,0.363930186290718,0.529109798766234,2.65986816081686,0.656917623896965,2.47444034808227,0.266705724658758,1.84378378346383,1.45294329237544,0.131568171226928,0.211751027836988,3.02587324039617,1.05470054075731,3.57180800704199,0.19861256233453,2.06272333472471,2.11801542271582,0.12222536209539,0.240356581703856,3.85187919516747,1.65641649374217,0.253267343940825,0,2.41889470427508,1.31063624314682,0,1.58114491769284,1.0111307242135,0.729392832396714,2.75451489210325,0.172279929041636,0.523463099007835,1.09963953338328,0.452869129691974,0.424511784658171,2.07745507095811,3.19685563685068,0,0.737439570288347,0.405032243704502,1.46644620794649,2.3636616619466,0.208127219155043,0,2.80211912806717,2.65999600485697,0.870341366710841,3.99825281991977,0.121629974337656,0.989704736657185,0.839400792733151,1.19684712187975,1.23427508082492,2.08149991931827,1.38590814824612,1.42560876733729,1.20236567969707,0.458294764950274,1.11940911834523,0.226152151040713,1.11635441439751,1.29694706155103,1.49681999375148,1.1691124668933,0.802366592910866,0.408366303966803,0,0.935751184098762,0.70090863196289,1.37123892920172,1.53932512692049,1.21852546710091,0,1.15774535226967,1.16188360086332,1.25761552023826,1.80945258895536,0.550740093967711,1.01832873509565,2.09285358627523,2.8671800625116,2.31310086721774,1.43617640735343,2.24442853305464,0,0.175852290864772,0,2.62957463106149,1.59856068066525,2.96298692503636,0.144857245469216,0.38275291888637,0.937992431754288,1.33565656020607,2.13919974142377,0.689104777236251,1.77968961938523,0.156341112383604,1.62613106596088,1.96850688240116,1.13520524086223,1.16734221268081,0.259190578436571,4.38161829700638,1.47817618979632,1.24624871316176,0.922000576990059,2.7101711975666,0,0.72734340287083,0,0.251465630785819,0.704288962864179,0.735044161031446,0.801282183745536,1.23589783789935,3.50363979363994,0.268526549074978,1.80927347809406,0.783780085795971,0.624512941870193,0.638570671997653,1.41125243040355,0,0.345125184249506,4.09237567485657,1.43612225990341,3.1951371260905,0,0.703472944084841,1.57701738288874,0.890514855668063,1.71368473634481,2.15844389639137,1.01422894379803,0.113375547554749,1.76473690357161,1.80539282792312,0,1.01804358654238,0.974928815400644,1.946097848694,1.33092521254085,1.01973449914506,1.73931548862269,1.7714629778939,1.49647837506279,1.20211187472423,0.761243838160835,0.122185533363865,0,2.52540948199833,2.64977346440719,0.738733122186902,0.755776302709828,2.09904439084031,0,3.35864605628165,0.79787742433015,0.965606609591191,0.14143697932779,3.25047192997178,0.131934528671768,1.41166131731061,0,0.161330874165143,0.315120090556498,0,0.958223492459154,2.94339232868327,0.670697976102644,1.16689714374413,0,3.6858240536865,1.10138217658313,3.09634218471663,1.33692854260649,1.44989196751852,0.139919645494843,1.27334122971643,0.946239599154837,0.844365704767531,2.50392101633536,0.750378790579826,0.132826655156678,0,0.119142375938855,0.69926897378549,0.408790251963299,0.87605961299296
"ENSG00000156675",1.23917999426767,1.19978036048435,2.32013011967261,1.62322351470948,0.868451466883511,0.708805117798961,2.2312274829049,0.492403366731335,1.64352668841542,1.60088689046951,2.38098845879906,1.24149228925516,0.211751027836988,2.3972791497654,0.238207767071649,0.357933625437436,0,1.0841824904532,1.00179139013588,1.11339673155082,2.05770741292255,2.77385649403865,1.84018731363073,2.03951511361957,0.847159662604047,1.40394188657631,2.12560844428543,2.48120201934666,1.3739151325059,0,0.729392832396714,0.60807347227493,1.19486951368603,1.02958641560105,0,1.48456438267764,0.108823956489143,1.58489249465734,2.34054636754915,0,0.629782551978069,1.09774637240805,1.18556198000744,0.753327670800045,1.48710602508288,1.00111129634268,0.256584643746344,0.380202528492585,1.23908309999373,2.03318272825169,0,0.489155837242791,2.7667645917717,0.767713106494663,0.34073538379328,0.794357766142116,1.91853310408358,0.780342652816347,1.27758326002644,0,0.330214786907868,0.70635975256408,0.56690536062613,0.447145522763985,0.232100897703073,0.947834574980156,0,0,1.66009486144447,0.935751184098762,1.40082798583207,0.444713823053562,0.997342156207343,0.949445614005435,0.501165844818329,0.929729530802171,2.60078872796603,1.88149831128192,0.820196409275543,1.72165284717424,0,1.03742966254869,1.45221693549729,2.47879258958586,0.719108272301898,0.790728947979417,0,3.4002459535888,2.34660288271754,0,1.34029336854212,2.41310686507805,0.262178673519369,0.865263202109303,0.79151953472741,2.18766040391581,2.07688923917654,2.36783427011841,1.54607514079724,1.47032628191677,0.619825208544828,0.600016262795972,1.99271691154695,1.29376920466407,1.2245256429587,0.605318137206611,0.0782793380979562,0.755252281464378,2.08775754299561,1.11432691744265,1.57392569303943,1.55551054070256,1.16264638246348,0.251465630785819,0.109914601597375,0,0.445680582313011,1.69893516996566,2.41597827094489,1.16058267344901,0,0.61875143440568,0.453821677611135,1.78071737132775,1.92479450645309,1.75009714700914,0.669812779561771,1.54562982066211,1.61695544360189,0.551574946331791,1.57332673933493,0.227286660048723,0.101663364451098,0,0.720405601097969,3.55889675536501,0.335262191323778,1.54449639795242,1.17395266807718,0.0575469197553368,1.18978723391776,2.05187530472783,0.55624037411779,0.486633154227047,2.59205239924103,0.42410112835637,1.52888342250039,0.60150281365176,1.29816558229868,1.41168136763529,0.293493930225297,0.944442573568162,0,3.26231907672197,2.13377785167161,0.232251528641777,0,1.15502700577675,3.0471209181874,0.112707554871874,1.19415881474162,0,1.17676345908835,2.03114194813433,1.96335837019689,1.53165740547188,1.64073804757836,0.544437164649099,2.83116825766731,1.56934015546451,2.12264119229667,0,2.06525706900699,0.466089889718965,0,0,0.852975988054207,0.998214610750155,1.55669274962547,0.927401983956969,0.684083797118113,0.644604793476724,0.946239599154837,0.198163034889021,0,2.3169388076331,0.616434628543435,1.85835325894988,0.872060132353774,1.10676637978595,0,0
"ENSG00000253276",0.268559475512511,0,0.158312875515652,0,0,0,0,0.0232912333754642,0,0.0352396453346997,0,0.598978265622172,0.211751027836988,0,0,0,0,0,0,0,2.57416032189485,0,0,0,0,0,0.070956772591021,0,0,0,0,0,0,0,0.184563171456286,0.0691549977566228,0,0,0,0,0,0,0,0,0,0,0,0,0.0804199359701317,0.180641923377329,0,0,0,0,0,0.474063895326373,0,0.121116691268036,0,0,0.330214786907868,0,0,0,0,1.06658300784561,0,0,0,0,1.62415750660104,0.444713823053562,0,0,0,0.202266528843893,0,0,0,2.18004595220442,0,0.0236902401608756,0.0903111890447167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864100715349642,0,0,0.193553275457898,0,0.759020157716715,0,0,0.199651776832473,0.408641268406385,0,0,0.234589312125753,0,0,0.450626764632985,0,0,0.163628529307318,0.995518787573279,0.0463014587311067,0,0,0.453821677611135,0,0.0342503923182708,0,0,0,0,0,0,0,0.101663364451098,0,0,0.165070516391843,0,0.542507368067887,0.169965975837655,0,0,0,0.264125663976996,0,0.340982196617654,0,0,0,1.12404124137226,0,0,0.231054145186756,0,0,0,0,0.244164580075792,0,0,0.057940811814579,0,0,0,0,0,0,0,0,0.105374962084642,0,0,0,0,0.14093352027242,0.650188361016866,0,0,0,0,0,0.84523610617517,0,0,0,0,0.0908749869595507,0,0,0.119142375938855,0.0809869647528311,0,0
"ENSG00000169429",0,0,3.08267646975869,0.0687654493162649,0,0,0,0.492403366731335,0.484318395589392,0.315274262352204,0,0,0,0,0,0.190099164793438,0,1.20494183122688,2.04491644012327,1.11339673155082,0,0.0583001928410803,0,0,0,2.41889470427508,0,0,0,2.38144755104878,0.276575308361273,0,0.454751455435878,2.55098892925993,0,1.71321136954708,0.802062902256014,0,0,0,0,2.63785102671554,0.077654905406946,1.20967852235312,0,0,0.877150317178086,0,0,0,0,0.194152233002233,0.0580535937198454,3.09566555647287,0,0,0,0.121116691268036,0.7129057358288,0,0.231781825649373,0,0,1.53637497105572,0,0,0,0,0,0.935751184098762,0,0,0.0236491436192475,0,0,0.132416536929332,1.27084280566529,1.44326407828233,0.171059085564138,2.07450506953878,0,1.71683337302382,0,0.268090622173119,0,0,0,0,2.20827530363319,0,0,0.45078060470882,0.144857245469216,0.38275291888637,0.160459364244846,0.308099099304202,0.0466200137152733,0.180975903872451,0,0,0,3.26029108630759,0,0.0469964370874612,1.86501628120097,2.79625934843812,0,0,0,0,0,0,0.434089517469275,0,0.109914601597375,0.242358003174075,0,0.163628529307318,1.88873463138444,0,0,0.0689513092480479,0,0,0.0781658207793496,0,0,0.105348788569394,2.19517335348121,3.29117679758687,0,0,0,0,1.46555658851936,0,0.0788152232512616,0.165581156947559,0.0885897038187503,0,0,0,0.140757897199749,0,1.2922949851293,0,0,0.0564641423266009,3.39471886303708,0,0,1.98750899108984,0.60855204432695,0,0,1.50796221514346,0,0,0,0.057940811814579,0.0680623444389293,1.44756835363441,0,1.16427622958167,2.21317350144751,0,0,0.308821300556709,0.0482089001623762,0.100435346886372,1.76150345092753,1.77539488740956,2.32870849250981,0.633823996454847,0,0,0,0.449344975603998,0,0.0983908517668186,0,0.204008420789131,0.270351627402654,0,0,2.50060874027446,0,1.1538306808827,0.119142375938855,0.0470780934893253,0,0
"ENSG00000188175",0,0,0,0,0,0,0,0,0,0.0352396453346997,0,0,0,1.19195902343051,0,0.0674622175282166,0,0,0,0,0,2.46656920454796,0,0,0,0,1.57102026914019,0,0,0,0,0,0,0,0,0.0691549977566228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236491436192475,0,0,0.0683984364590746,0,0,0,0,0,0.0468322163015592,0,0,0,0,0,0,0,0,0,2.85498552648048,0,0,0,0,0,0,0,0,0,0,0,0.102796738293941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463014587311067,0,0,0,0,0.0781658207793496,0,0.132180487451951,2.55625743627221,0.0789619048256672,0,0,0,0,0,0,0.870435241379015,0,0,0.0452755482318692,0,0,0,0,0.272630502880012,0,0,0,0.0564641423266009,0.206633652284309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
