,cell_ID
0,CRC10_PT3_128
1,CRC10_LN1_041
2,CRC10_PT4_739
3,CRC10_LN1_026
4,CRC10_PT3_129
5,CRC10_LN3_056
6,CRC10_LN3_059
7,CRC10_LN1_022
8,CRC10_PT4_746
9,CRC10_LN1_039
10,CRC10_PT3_117
11,CRC10_LN3_056
12,CRC10_PT2_235
13,CRC10_PT4_747
14,CRC10_PT4_745
15,CRC10_PT3_136
16,CRC10_PT3_108
17,CRC10_LN3_062
18,CRC10_PT3_143
19,CRC10_PT3_144
20,CRC10_PT1_189
21,CRC10_PT3_145
22,CRC10_PT3_122
23,CRC10_PT3_118
24,CRC10_PT1_150
25,CRC10_PT3_115
26,CRC10_PT3_145
27,CRC10_PT3_145
28,CRC10_PT3_115
29,CRC10_PT3_135
30,CRC10_PT3_144
31,CRC10_PT3_146
32,CRC10_PT3_115
33,CRC10_PT3_145
34,CRC10_PT3_135
35,CRC10_PT3_138
36,CRC10_PT3_130
37,CRC10_LN1_025
38,CRC10_PT3_144
39,CRC10_PT4_738
40,CRC10_PT3_122
41,CRC10_PT3_123
42,CRC10_PT3_122
43,CRC10_PT3_122
44,CRC10_LN1_025
45,CRC10_PT4_738
46,CRC10_PT3_115
47,CRC10_PT3_145
48,CRC10_PT3_143
49,CRC10_PT1_155
50,CRC10_LN1_013
51,CRC10_PT3_145
52,CRC10_PT1_150
53,CRC10_PT3_143
54,CRC10_PT1_150
55,CRC10_PT3_122
56,CRC10_PT4_740
57,CRC10_LN3_049
58,CRC10_PT1_150
59,CRC10_PT1_189
60,CRC10_PT3_122
61,CRC10_PT4_740
62,CRC10_PT4_740
63,CRC10_PT4_738
64,CRC10_PT3_146
65,CRC10_PT3_115
66,CRC10_PT1_150
67,CRC10_PT3_135
68,CRC10_PT3_138
69,CRC10_PT3_130
70,CRC10_PT3_130
71,CRC10_LN3_062
72,CRC10_LN1_025
73,CRC10_LN3_062
74,CRC10_PT3_143
75,CRC10_LN1_025
76,CRC10_PT3_115
77,CRC10_PT3_145
78,CRC10_PT3_143
79,CRC10_PT3_122
80,CRC10_PT1_189
81,CRC10_PT3_144
82,CRC10_PT3_145
83,CRC10_PT1_155
84,CRC10_LN3_049
85,CRC10_PT3_138
86,CRC10_PT3_138
87,CRC10_PT3_130
88,CRC10_PT3_118
89,CRC10_LN1_013
90,CRC10_PT3_135
91,CRC10_PT3_135
92,CRC10_PT1_155
93,CRC10_PT3_143
94,CRC10_PT3_144
95,CRC10_PT4_738
96,CRC10_LN1_013
97,CRC10_PT3_115
98,CRC10_PT3_115
99,CRC10_PT3_145
100,CRC10_LN1_013
101,CRC10_PT3_118
102,CRC10_PT3_135
103,CRC10_PT1_155
104,CRC10_PT3_130
105,CRC10_PT1_155
106,CRC10_PT3_122
107,CRC10_PT1_155
108,CRC10_PT4_738
109,CRC10_LN1_025
110,CRC10_PT3_144
111,CRC10_PT1_189
112,CRC10_LN1_007
113,CRC10_LN1_032
114,CRC10_LN1_042
115,CRC10_LN1_011
116,CRC10_NC_206
117,CRC10_LN1_047
118,CRC10_LN1_021
119,CRC10_LN1_018
120,CRC10_LN1_008
121,CRC10_LN1_017
122,CRC10_LN1_047
