,cell_ID
0,CRC10_PT2_235
1,CRC10_PT3_108
2,CRC10_PT3_133
3,CRC10_PT3_139
4,CRC10_PT3_139
5,CRC10_LN1_030
6,CRC10_LN3_050
7,CRC10_LN3_066
8,CRC10_PT3_142
9,CRC10_LN1_035
10,CRC10_PT3_125
11,CRC10_PT3_136
12,CRC10_LN3_073
13,CRC10_PT3_107
14,CRC10_LN3_067
15,CRC10_LN3_054
16,CRC10_PT4_747
17,CRC10_PT4_734
18,CRC10_LN1_030
19,CRC10_LN1_048
20,CRC10_PT3_141
21,CRC10_PT3_108
22,CRC10_PT3_133
23,CRC10_PT3_110
24,CRC10_LN3_058
25,CRC10_LN1_046
26,CRC10_LN1_046
27,CRC10_LN1_038
28,CRC10_LN3_073
29,CRC10_LN3_061
30,CRC10_PT3_136
31,CRC10_LN1_030
32,CRC10_PT3_124
33,CRC10_LN3_061
34,CRC10_LN3_060
35,CRC10_PT3_135
36,CRC10_PT3_144
37,CRC10_LN1_013
38,CRC10_LN3_062
39,CRC10_LN3_062
40,CRC10_PT3_115
41,CRC10_PT3_122
42,CRC10_PT4_740
43,CRC10_PT4_738
44,CRC10_PT1_150
45,CRC10_PT1_189
46,CRC10_PT3_135
47,CRC10_LN1_025
48,CRC10_PT1_189
49,CRC10_PT3_115
50,CRC10_PT3_143
51,CRC10_PT3_146
52,CRC10_PT1_155
53,CRC10_PT3_138
54,CRC10_PT3_118
55,CRC10_PT3_122
56,CRC10_PT4_740
57,CRC10_PT3_145
58,CRC10_PT4_740
59,CRC10_PT1_155
60,CRC10_PT3_144
61,CRC10_PT3_144
62,CRC10_LN1_013
63,CRC10_PT4_738
64,CRC10_LN3_062
65,CRC10_PT3_146
66,CRC10_PT4_740
67,CRC10_PT4_740
68,CRC10_PT4_740
69,CRC10_PT3_143
70,CRC10_PT3_115
71,CRC10_LN1_013
72,CRC10_LN1_025
73,CRC10_PT3_122
74,CRC10_LN1_013
75,CRC10_PT3_123
76,CRC10_LN3_062
77,CRC10_PT3_130
78,CRC10_PT4_738
79,CRC10_LN3_049
80,CRC10_LN1_013
81,CRC10_LN1_013
82,CRC10_PT1_150
83,CRC10_PT1_155
84,CRC10_PT1_189
85,CRC10_PT3_118
86,CRC10_PT3_146
87,CRC10_PT3_144
88,CRC10_PT1_150
89,CRC10_PT3_122
90,CRC10_PT3_123
91,CRC10_LN1_025
92,CRC10_LN1_025
93,CRC10_PT3_115
94,CRC10_LN1_028
95,CRC10_LN1_042
96,CRC10_NC_205
97,CRC10_LN1_003
98,CRC10_LN1_007
99,CRC10_LN1_007
100,CRC10_LN1_017
101,CRC10_LN1_021
102,CRC10_NC_203
103,CRC10_NC_205
104,CRC10_NC_202
105,CRC10_LN1_008
106,CRC10_PT1_149
107,CRC10_LN1_011
108,CRC10_PT1_175
109,CRC10_PT1_175
110,CRC10_LN1_028
111,CRC10_LN1_005
112,CRC10_LN1_011
113,CRC10_LN1_017
114,CRC10_PT1_149
115,CRC10_LN1_032
116,CRC10_PT1_175
117,CRC10_NC_201
118,CRC10_LN1_010
119,CRC10_LN1_029
120,CRC10_LN1_018
121,CRC10_LN1_021
122,CRC10_NC_204
