,cell_ID
0,CRC10_LN1_031
1,CRC10_PT4_739
2,CRC10_PT3_129
3,CRC10_LN3_054
4,CRC10_LN1_012
5,CRC10_PT4_745
6,CRC10_PT4_747
7,CRC10_PT3_124
8,CRC10_LN3_055
9,CRC10_LN3_063
10,CRC10_PT3_140
11,CRC10_LN3_063
12,CRC10_LN1_026
13,CRC10_LN1_014
14,CRC10_PT4_746
15,CRC10_LN3_060
16,CRC10_PT3_137
17,CRC10_LN1_019
18,CRC10_LN3_055
19,CRC10_LN1_039
20,CRC10_PT1_191
21,CRC10_PT3_141
22,CRC10_PT3_110
23,CRC10_LN1_016
24,CRC10_PT3_129
25,CRC10_PT3_137
26,CRC10_PT3_137
27,CRC10_PT3_132
28,CRC10_LN1_046
29,CRC10_LN3_057
30,CRC10_PT1_191
31,CRC10_PT3_124
32,CRC10_LN1_019
33,CRC10_PT3_111
34,CRC10_LN3_055
35,CRC10_LN3_080
36,CRC10_PT3_141
37,CRC10_PT3_142
38,CRC10_PT3_132
39,CRC10_LN1_031
40,CRC10_PT3_139
41,CRC10_LN1_033
42,CRC10_LN1_012
43,CRC10_LN3_065
44,CRC10_LN3_051
45,CRC10_PT1_156
46,CRC10_LN3_053
47,CRC10_PT3_109
48,CRC10_PT1_160
49,CRC10_PT3_139
50,CRC10_LN1_022
51,CRC10_LN3_066
52,CRC10_PT4_745
53,CRC10_PT3_121
54,CRC10_LN3_063
55,CRC10_PT4_746
56,CRC10_PT3_140
57,CRC10_LN3_063
58,CRC10_LN1_039
59,CRC10_PT3_141
60,CRC10_PT3_108
61,CRC10_LN3_050
62,CRC10_PT3_142
63,CRC10_PT3_123
64,CRC10_PT3_122
65,CRC10_LN3_062
66,CRC10_PT3_123
67,CRC10_PT3_138
68,CRC10_PT3_144
69,CRC10_PT3_123
70,CRC10_PT3_145
71,CRC10_LN1_025
72,CRC10_PT3_130
73,CRC10_PT3_138
74,CRC10_PT3_144
75,CRC10_LN1_023
76,CRC10_LN1_021
77,CRC10_LN1_007
78,CRC10_NC_204
79,CRC10_LN1_023
80,CRC10_LN1_029
81,CRC10_LN1_042
82,CRC10_LN1_023
83,CRC10_LN1_047
84,CRC10_LN1_005
85,CRC10_LN1_024
86,CRC10_LN1_029
87,CRC10_LN1_042
88,CRC10_LN1_005
89,CRC10_LN1_028
90,CRC10_LN1_032
91,CRC10_LN1_008
92,CRC10_LN1_005
93,CRC10_LN1_018
94,CRC10_LN1_006
95,CRC10_LN1_028
96,CRC10_NC_204
97,CRC10_LN1_006
98,CRC10_LN1_010
99,CRC10_LN1_042
100,CRC10_NC_206
101,CRC10_NC_202
102,CRC10_LN1_024
103,CRC10_LN1_010
104,CRC10_LN1_010
105,CRC10_NC_201
106,CRC10_LN1_008
107,CRC10_LN1_010
108,CRC10_LN1_047
109,CRC10_LN1_006
110,CRC10_LN1_006
111,CRC10_NC_203
112,CRC10_NC_205
113,CRC10_LN1_024
114,CRC10_LN1_010
115,CRC10_NC_202
116,CRC10_LN1_032
117,CRC10_PT1_149
118,CRC10_LN1_018
119,CRC10_LN1_010
120,CRC10_LN1_011
121,CRC10_LN1_023
122,CRC10_LN1_023
