,cell_ID
0,CRC10_LN3_080
1,CRC10_LN1_039
2,CRC10_PT4_734
3,CRC10_LN3_051
4,CRC10_PT1_191
5,CRC10_PT4_745
6,CRC10_LN1_022
7,CRC10_LN3_064
8,CRC10_PT3_110
9,CRC10_PT4_745
10,CRC10_PT3_108
11,CRC10_PT3_132
12,CRC10_LN3_060
13,CRC10_LN1_048
14,CRC10_LN3_067
15,CRC10_LN3_073
16,CRC10_PT3_139
17,CRC10_LN1_016
18,CRC10_PT1_160
19,CRC10_PT3_112
20,CRC10_LN3_070
21,CRC10_LN3_063
22,CRC10_PT3_125
23,CRC10_PT3_139
24,CRC10_PT3_141
25,CRC10_PT3_140
26,CRC10_PT3_107
27,CRC10_PT3_142
28,CRC10_LN3_060
29,CRC10_PT3_137
30,CRC10_PT3_113
31,CRC10_PT4_746
32,CRC10_PT3_111
33,CRC10_LN1_016
34,CRC10_PT3_132
35,CRC10_PT3_110
36,CRC10_LN3_073
37,CRC10_PT3_107
38,CRC10_LN1_026
39,CRC10_PT3_111
40,CRC10_LN1_039
41,CRC10_LN1_026
42,CRC10_LN1_043
43,CRC10_LN3_051
44,CRC10_PT4_739
45,CRC10_PT3_124
46,CRC10_PT3_129
47,CRC10_PT1_191
48,CRC10_LN3_061
49,CRC10_LN3_055
50,CRC10_LN1_026
51,CRC10_PT4_746
52,CRC10_LN1_031
53,CRC10_LN3_080
54,CRC10_LN3_064
55,CRC10_PT3_118
56,CRC10_LN1_018
57,CRC10_LN1_042
58,CRC10_LN1_029
59,CRC10_LN1_018
60,CRC10_NC_206
61,CRC10_LN1_024
62,CRC10_NC_202
63,CRC10_LN1_024
64,CRC10_LN1_018
65,CRC10_LN1_017
66,CRC10_LN1_006
67,CRC10_NC_201
68,CRC10_LN1_024
69,CRC10_NC_205
70,CRC10_LN1_042
71,CRC10_NC_204
72,CRC10_NC_204
73,CRC10_LN1_010
74,CRC10_LN1_017
75,CRC10_LN1_007
76,CRC10_LN1_011
77,CRC10_LN1_008
78,CRC10_LN1_023
79,CRC10_LN1_024
80,CRC10_NC_203
81,CRC10_LN1_017
82,CRC10_LN1_011
83,CRC10_LN1_023
84,CRC10_LN1_005
85,CRC10_LN1_007
86,CRC10_LN1_010
87,CRC10_PT1_175
88,CRC10_LN1_008
89,CRC10_LN1_032
90,CRC10_LN1_011
91,CRC10_NC_203
92,CRC10_LN1_006
93,CRC10_LN1_047
94,CRC10_NC_204
95,CRC10_LN1_032
96,CRC10_LN1_028
97,CRC10_NC_202
98,CRC10_LN1_008
99,CRC10_LN1_042
100,CRC10_NC_201
101,CRC10_LN1_017
102,CRC10_LN1_032
103,CRC10_LN1_018
104,CRC10_NC_202
105,CRC10_LN1_029
106,CRC10_LN1_042
107,CRC10_LN1_021
108,CRC10_LN1_029
109,CRC10_LN1_018
110,CRC10_PT1_149
111,CRC10_NC_201
112,CRC10_NC_206
113,CRC10_PT1_175
114,CRC10_NC_205
115,CRC10_LN1_021
116,CRC10_LN1_021
117,CRC10_LN1_032
118,CRC10_NC_203
119,CRC10_LN1_003
120,CRC10_LN1_024
121,CRC10_LN1_003
122,CRC10_NC_202
