,cell_ID
0,CRC04_LN1_354
1,CRC04_LN1_350
2,CRC04_LN2_468
3,CRC04_LN1_357
4,CRC04_LN1_358
5,CRC04_LN2_484
6,CRC04_LN1_352
7,CRC04_LN1_349
8,CRC04_LN1_403
9,CRC04_LN1_403
10,CRC04_LN1_358
11,CRC04_LN1_351
12,CRC04_LN2_484
13,CRC04_LN1_357
14,CRC04_LN1_351
15,CRC04_LN2_468
16,CRC04_LN2_486
17,CRC04_LN2_491
18,CRC04_LN2_486
19,CRC04_LN2_481
20,CRC04_LN1_352
21,CRC04_LN1_377
22,CRC04_LN2_492
23,CRC04_LN2_485
24,CRC04_LN1_380
25,CRC04_LN1_380
26,CRC04_LN2_476
27,CRC04_LN1_358
28,CRC04_LN1_362
29,CRC04_LN2_468
30,CRC04_LN2_484
31,CRC04_LN2_465
32,CRC04_LN1_352
33,CRC04_LN1_361
34,CRC04_LN2_468
35,CRC04_LN1_355
36,CRC04_LN1_356
37,CRC04_LN1_358
38,CRC04_PT2_541
39,CRC04_PT2_533
40,CRC04_PT5_731
41,CRC04_PT5_702
42,CRC04_PT2_546
43,CRC04_PT2_548
44,CRC04_PT5_730
45,CRC04_PT5_717
46,CRC04_PT5_731
47,CRC04_PT5_726
48,CRC04_PT5_729
49,CRC04_PT2_537
50,CRC04_PT1_596
51,CRC04_NC_313
52,CRC04_NC_310
53,CRC04_NC_306
54,CRC04_NC_301
55,CRC04_NC_311
56,CRC04_NC_310
57,CRC04_NC_311
58,CRC04_NC_303
59,CRC04_NC_312
60,CRC04_NC_313
61,CRC04_NC_317
62,CRC04_NC_310
63,CRC04_NC_310
64,CRC04_NC_310
65,CRC04_NC_312
66,CRC04_NC_311
67,CRC04_NC_305
68,CRC04_NC_303
69,CRC04_NC_317
70,CRC04_NC_307
71,CRC04_NC_313
72,CRC04_NC_305
73,CRC04_NC_304
74,CRC04_NC_297
75,CRC04_NC_310
76,CRC04_NC_306
77,CRC04_NC_306
78,CRC04_NC_312
79,CRC04_NC_307
80,CRC04_NC_307
81,CRC04_NC_311
82,CRC04_NC_303
83,CRC04_NC_306
84,CRC04_NC_311
85,CRC04_NC_301
86,CRC04_NC_303
87,CRC04_NC_313
88,CRC04_NC_310
89,CRC04_PT4_516
90,CRC04_PT4_516
91,CRC04_PT4_531
92,CRC04_PT4_515
