,cell_ID
0,CRC04_LN1_349
1,CRC04_LN1_352
2,CRC04_LN1_352
3,CRC04_LN1_358
4,CRC04_LN1_401
5,CRC04_LN1_403
6,CRC04_LN2_468
7,CRC04_LN1_355
8,CRC04_LN2_469
9,CRC04_LN2_469
10,CRC04_LN1_362
11,CRC04_LN1_350
12,CRC04_LN2_468
13,CRC04_LN2_469
14,CRC04_LN1_380
15,CRC04_LN2_476
16,CRC04_LN1_363
17,CRC04_LN1_357
18,CRC04_LN1_358
19,CRC04_PT1_596
20,CRC04_PT2_537
21,CRC04_PT2_537
22,CRC04_PT5_730
23,CRC04_PT2_548
24,CRC04_PT3_755
25,CRC04_PT4_526
26,CRC04_PT5_726
27,CRC04_PT5_702
28,CRC04_PT2_543
29,CRC04_PT5_703
30,CRC04_PT5_703
31,CRC04_PT2_552
32,CRC04_PT2_533
33,CRC04_PT5_729
34,CRC04_PT5_730
35,CRC04_PT5_702
36,CRC04_PT5_703
37,CRC04_PT2_564
38,CRC04_PT5_728
39,CRC04_PT5_709
40,CRC04_PT2_559
41,CRC04_PT2_546
42,CRC04_PT2_548
43,CRC04_PT4_517
44,CRC04_PT2_563
45,CRC04_PT2_541
46,CRC04_PT2_562
47,CRC04_PT1_596
48,CRC04_PT3_742
49,CRC04_PT5_725
50,CRC04_PT5_703
51,CRC04_NC_317
52,CRC04_NC_306
53,CRC04_NC_297
54,CRC04_NC_304
55,CRC04_NC_315
56,CRC04_NC_304
57,CRC04_NC_310
58,CRC04_NC_312
59,CRC04_NC_304
60,CRC04_NC_306
61,CRC04_NC_303
62,CRC04_NC_305
63,CRC04_NC_310
64,CRC04_NC_307
65,CRC04_NC_311
66,CRC04_NC_311
67,CRC04_NC_317
68,CRC04_NC_313
69,CRC04_NC_301
70,CRC04_NC_307
71,CRC04_PT4_509
72,CRC04_PT4_531
73,CRC04_PT4_515
74,CRC04_PT4_509
75,CRC04_PT4_531
76,CRC04_PT4_531
77,CRC04_PT4_531
78,CRC04_PT4_531
79,CRC04_PT4_515
80,CRC04_PT4_531
81,CRC04_PT4_515
82,CRC04_PT4_516
83,CRC04_PT4_509
84,CRC04_PT4_531
85,CRC04_PT4_516
86,CRC04_PT4_509
87,CRC04_PT4_509
88,CRC04_PT4_509
89,CRC04_PT4_516
90,CRC04_PT4_515
91,CRC04_PT4_516
92,CRC04_PT4_531
